OBJECTID,Programma,Projectnummer,Adress,Postal Code,Maximale_subsidie,Indienronde,Realisatiejaar,Kwartaal,Aanvrager,Status,Vermogen,Looptijd,Rechtsvorm,Provincie,Latitude,Longitude,Categorie,Thema,label,RES_regio,Gemeente,Plaats,x,y
22128,SDE,SDE1815882,Govert Flinckstraat 1,8021 ET,"19,658",2018,2019,Q4,Res Mancipi II B.V.,Gerealiseerd,0.0155,15,BV,Overijssel,52.517953,6.0891236,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0 - 0,05 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.089122823,52.51795259
22406,SDE,SDE1817271,Kleefstraat 1,8028 PR,"86,223",2018,2018,Q4,Nieuwenhuijse Zwolle B.V.,Gerealiseerd,0.0729,15,BV,Overijssel,52.540887,6.1698482,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.169847902,52.54088678
22409,SDE,SDE1817282,Ceintuurbaan 15,8022 AW,"950,418",2018,2023,Q2,HMO,Gerealiseerd,0.794,15,NV,Overijssel,52.521272,6.1170045,Zonne-energie,Zon-PV >= 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.117003879,52.52127164
22821,SDE,SDE1819330,Russenweg 8,8401 AL,"1,641,657",2018,2021,Q1,HMO,Gerealiseerd,1.388,15,NV,Overijssel,52.989688,6.0959723,Zonne-energie,Zon-PV >= 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.095972022,52.98968719
22855,SDE,SDE1819551,Bedrijventerrein Hessenpoort - fase 2,,"4,004,963",2018,2020,Q1,Zonneweide Hessenpoort B.V.,Gerealiseerd,3.65,15,BV,Overijssel,52.5072,6.097708,Zonne-energie,Zon-PV >= 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.097707242,52.50719956
23011,SDE,SDE1820339,Mindenstraat 9,8028 PK,"162,792",2018,2020,Q3,DHL International B.V.,Gerealiseerd,0.136,15,BV,Overijssel,52.534526,6.1729359,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.172935597,52.53452577
23015,SDE,SDE1820351,***,8028**,"114,727",2018,2021,Q3,Geanonimiseerd,Gerealiseerd,0.097,15,MTS,Overijssel,52.556157,6.1743608,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.174360566,52.55615681
23087,SDE,SDE1820614,***,8015**,"579,548",2018,2021,Q3,Geanonimiseerd,Gerealiseerd,0.49,15,1MANS,Overijssel,52.471081,6.1084907,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.108489885,52.47108056
23208,SDE,SDE1821091,Lijnbaan 6,8011 AR,"26,163",2018,2020,Q4,SWZ Woningcorporatie,Gerealiseerd,0.027,15,STICH,Overijssel,52.51334,6.083944,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0 - 0,05 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.083943188,52.51333957
23265,SDE,SDE1821296,Curieweg 25,8013 RA,"117,093",2018,2020,Q1,Koffiebranderij Mocca d'Or B.V.,Gerealiseerd,0.099,15,BV,Overijssel,52.500033,6.1299002,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.129899575,52.50003261
23473,SDE,SDE1822155,Marsweg 1,8013 PD,"134,963",2018,2019,Q3,T.T. Motoren Zwolle B.V.,Gerealiseerd,0.11275,15,BV,Overijssel,52.499075,6.1239317,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.123931044,52.4990746
23582,SDE,SDE1822538,***,8035**,"145,350",2018,2019,Q3,Geanonimiseerd,Gerealiseerd,0.15,15,MTS,Overijssel,52.583911,6.1922607,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.192260555,52.58391082
23678,SDE,SDE1822875,Nieuwe Deventerweg 6,8014 AG,"60,648",2018,2019,Q3,Stichting Kringloop Zwolle,Gerealiseerd,0.056,15,STICH,Overijssel,52.4922,6.1073333,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.107332547,52.49219955
23791,SDE,SDE1823332,Mimosastraat 3-001,8013 SB,"148,428",2018,2020,Q2,SWZ Woningcorporatie,Gerealiseerd,0.124,15,STICH,Overijssel,52.500024,6.1102217,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.110220983,52.50002357
23807,SDE,SDE1823419,Eerdelaan 45,8043 RR,"234,185",2018,2021,Q4,Dimencegroep,Gerealiseerd,0.198,15,STICH,Overijssel,52.534548,6.0490296,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.049028641,52.53454769
23914,SDE,SDE1823805,Zuthemerweg 9,8015 PG,"467,187",2018,2020,Q2,Vaber B.V.,Gerealiseerd,0.395,15,BV,Overijssel,52.461786,6.1451947,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.145193961,52.46178563
24285,SDE,SDE1825179,Hollewandsweg 15a,8014 BE,"532,238",2018,2022,Q3,Ruitersportcentrum Zwolle B.V.,Gerealiseerd,0.45,15,BV,Overijssel,52.478497,6.1273252,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.127324478,52.47849659
24489,SDE,SDE1825987,Zonnepark Zwolle,,"17,158,824",2018,2021,Q1,FP Lux REIO PV Netherlands Zwolle B.V.,Gerealiseerd,16.272,15,BV,Overijssel,52.5072,6.097708,Zonne-energie,Zon-PV >= 1 MWp,Zonne-energie 10 - 30 MW,Regio West-Overijssel,Zwolle,ZWOLLE,6.097707242,52.50719956
24990,SDE,SDE1827899,Lichterweg 19,8042 PW,"151,207",2018,2021,Q2,Roordink Bedrijfswagens Zwolle B.V.,Gerealiseerd,0.131,15,BV,Overijssel,52.511849,6.0512535,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.051252545,52.51184857
25176,SDE,SDE1828650,Eerdelaan 43,8043 RR,"59,138",2018,2021,Q2,Dimencegroep,Gerealiseerd,0.05,15,STICH,Overijssel,52.534548,6.0490296,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0 - 0,05 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.049028641,52.53454769
25205,SDE,SDE1828745,Eiffelstraat 2,8013 RT,"317,205",2018,2021,Q3,Pro Solar 1 B.V.,Gerealiseerd,0.265,15,BV,Overijssel,52.49111,6.1367629,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.13676227,52.49110962
25267,SDE,SDE1828977,Ravensburgstraat 4,8028 PZ,"75,953",2018,2019,Q4,Koninklijke Euroma B.V.,Gerealiseerd,0.065,15,BV,Overijssel,52.544049,6.1764078,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.176407542,52.54404879
25322,SDE,SDE1829178,Eymerstraat 5a-c,8013 RR,"211,228",2018,2020,Q2,Alm Holding B.V.,Gerealiseerd,0.183,15,BV,Overijssel,52.490822,6.1408806,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.140879987,52.49082163
25779,SDE,SDE1910975,***,8042**,"117,563",2019,2021,Q2,Geanonimiseerd,Gerealiseerd,0.11,15,VOF,Overijssel,52.539386,6.0322984,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.032297355,52.53938575
26930,SDE,SDE1915766,Pascalweg 2,8013 RC,"213,750",2019,2020,Q1,Breman Zwolle B.V.,Gerealiseerd,0.2,15,BV,Overijssel,52.499958,6.1337614,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.133760792,52.49995762
26950,SDE,SDE1915850,Mindenstraat 20,8028 PK,"708,345",2019,2023,Q3,PM Investment B.V.,Gerealiseerd,0.71012,15,BV,Overijssel,52.534526,6.1729359,Zonne-energie,Zon-PV >= 1 MWp daksystemen,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.172935597,52.53452577
26985,SDE,SDE1916001,Wilhelm Rontgenstraat 1,8013 NE,"350,892",2019,2020,Q3,Bas Vastgoed B.V.,Gerealiseerd,0.324,15,BV,Overijssel,52.491784,6.1244631,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.12446242,52.49178359
27179,SDE,SDE1916830,Herfterlaan 2,8024 PJ,"819,347",2019,2021,Q4,De Herfte Beheer B.V.,Gerealiseerd,0.777,15,BV,Overijssel,52.509288,6.1377469,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.137746345,52.50928765
27374,SDE,SDE1917615,Bohemenstraat 9,8028 SB,"106,875",2019,2020,Q4,Carema Hardware B.V.,Gerealiseerd,0.1,15,BV,Overijssel,52.530155,6.1725409,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.172540582,52.53015476
27878,SDE,SDE1919560,***,8011**,"97,037",2019,2020,Q4,Geanonimiseerd,Gerealiseerd,0.0896,15,CV,Overijssel,52.5072,6.097708,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.097707242,52.50719956
28204,SDE,SDE1922881,***,8026**,"14,333",2019,2019,Q4,Geanonimiseerd,Gerealiseerd,0.015,15,MTS,Overijssel,52.520888,6.1831097,Windenergie,Wind op land,"Windenergie 0 - 0,05 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.183109401,52.52088776
28434,SDE,SDE1926239,Simon Stevinweg 22,8013 NB,"41,682",2019,2021,Q1,Broodjes Express B.V.,Gerealiseerd,0.045,15,BV,Overijssel,52.489908,6.1252912,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0 - 0,05 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.125290516,52.48990759
28468,SDE,SDE1926706,Anthony Fokkerstraat 2,8013 NS,"479,712",2019,2021,Q3,PostNL Real Estate B.V.,Gerealiseerd,0.526,15,BV,Overijssel,52.497947,6.1213956,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.121394928,52.49794659
28470,SDE,SDE1926725,Simon Stevinweg 9,8013 NA,"64,838",2019,2021,Q1,Nooter Technische Installaties B.V.,Gerealiseerd,0.07,15,BV,Overijssel,52.489523,6.127931,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.127930326,52.4895226
28580,SDE,SDE1928282,Pannekoekendijk 11,8011 BJ,"127,823",2019,2023,Q1,PATHÉ THEATRES B.V.,Gerealiseerd,0.138,15,BV,Overijssel,52.515489,6.0885447,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.088543915,52.51548858
28643,SDE,SDE1929527,***,8028**,"13,748",2019,2020,Q4,Geanonimiseerd,Gerealiseerd,0.015,15,MTS,Overijssel,52.556157,6.1743608,Windenergie,Wind op land,"Windenergie 0 - 0,05 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.174360566,52.55615681
28670,SDE,SDE1929902,Spoolderenkweg 1,8042 PK,"655,823",2019,2022,Q2,Waterschap Drents Overijsselse Delta,Gerealiseerd,0.7423,15,WAT,Overijssel,52.510421,6.0426833,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.042682315,52.51042058
29015,SDE,SDE2011409,Popovstraat 1,8013 RK,"440,103",2020,2021,Q3,Stichting Zwolle Circulair I,Gerealiseerd,0.6714,15,STICH,Overijssel,52.492857,6.1428715,Zonne-energie,Zon-PV >= 1 MWp daksysteem,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.142870904,52.49285664
29161,SDE,SDE2012036,Galvaniweg 2,8013 RG,"37,392",2020,2021,Q1,SWZ Woningcorporatie,Gerealiseerd,0.064,15,STICH,Overijssel,52.495671,6.1358006,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.135799985,52.49567062
29443,SDE,SDE2013174,Koggelaan 69-79,8017 JN,"46,313",2020,2021,Q3,Stichting Pensioenfonds Rail & Openbaar Vervoer,Gerealiseerd,0.065,15,STICH,Overijssel,52.504783,6.0838541,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.083853272,52.50478254
29519,SDE,SDE2013495,Popovstraat 3,8013 RK,"277,320",2020,2021,Q4,Alfred Holding Zwolle B.V.,Gerealiseerd,0.499,15,BV,Overijssel,52.492857,6.1428715,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.142870904,52.49285664
29578,SDE,SDE2013704,Nipkowstraat 1a,8013 RJ,"28,586",2020,2022,Q4,CEIREF Luxembourg Propco 2 S.a.r.l.,Gerealiseerd,0.059,15,BTL,Overijssel,52.494547,6.1390944,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.139093795,52.49454663
29971,SDE,SDE2015226,***,8028**,"7,980",2020,2020,Q3,Geanonimiseerd,Gerealiseerd,0.015,15,MTS,Overijssel,52.556157,6.1743608,Windenergie,Wind op land,"Windenergie 0 - 0,05 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.174360566,52.55615681
30357,SDE,SDE2016637,Mimosastraat 1,8013 SB,"35,055",2020,2022,Q1,SWZ Woningcorporatie,Gerealiseerd,0.06,15,STICH,Overijssel,52.500024,6.1102217,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.110220983,52.50002357
30448,SDE,SDE2017001,Commissarislaan 35-1-2,8016 BE,"30,966",2020,2021,Q4,Frion,Gerealiseerd,0.053,15,STICH,Overijssel,52.480771,6.1069515,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.106950711,52.48077055
30484,SDE,SDE2017144,Hanzeplein 1,8017 JC,"46,313",2020,2022,Q4,Univé Diensten,Gerealiseerd,0.065,15,BV,Overijssel,52.503188,6.0843461,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.084345271,52.50318754
30651,SDE,SDE2017771,Steinfurtstraat 10,8028 PP,"82,010",2020,2021,Q3,Stichting Zwolle Circulair I,Gerealiseerd,0.11745,15,STICH,Overijssel,52.533595,6.1769997,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.176999413,52.53359477
31156,SDE,SDE2019952,Jan van Arkelweg 1a,8015 PX,"1,339,671",2020,2021,Q2,FP Lux REIO PV Netherlands Zwolle B.V.,Gerealiseerd,2.474,15,BV,Overijssel,52.46374,6.1231535,Zonne-energie,Zon-PV >= 1 MWp veld- of watersysteem,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.123152702,52.46373959
31415,SDE,SDE2021851,Braunstraat 1,8013 PR,"40,619",2020,2023,Q2,Andre Janssen Beheer B.V.,Gerealiseerd,0.056,15,BV,Overijssel,52.487745,6.1314385,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.131437834,52.4877446
31719,SDE,SDE2024584,Commissarislaan 35,8016 BE,"50,873",2020,2021,Q3,Frion,Gerealiseerd,0.07,15,STICH,Overijssel,52.480771,6.1069515,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.106950711,52.48077055
32299,SDE,SDE2028980,Lingenstraat 9,8028 PM,"414,954",2020,2023,Q2,Tiem B.V.,Gerealiseerd,0.72078,15,BV,Overijssel,52.53467,6.1675392,Zonne-energie,Zon-PV >= 1 MWp daksysteem,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.167538873,52.53466976
32939,SDE,SDE2113603,Steinfurtstraat 14,8028 PP,"456,425",2021,2024,Q2,Waterschap Drents Overijsselse Delta,Gerealiseerd,0.759,15,WAT,Overijssel,52.533595,6.1769997,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp veld- of watersysteem,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.176999413,52.53359477
33723,SDE,SDE2119174,Hogeland 7,8024 AZ,"285,404",2021,2024,Q1,Stichting Sport & Vitaliteit Zwolle,Gerealiseerd,0.435,15,STICH,Overijssel,52.522145,6.1240136,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp daksysteem,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.124013018,52.52214466
33729,SDE,SDE2119207,Erasmuslaan 50,8024 CS,"62,241",2021,2023,Q3,Driezorg Woonzorgcentrum Berkumstede,Gerealiseerd,0.102,15,STICH,Overijssel,52.525419,6.1402064,Zonne-energie,Zon-PV >= 15 kWp en < 1 MWp daksysteem,"Zonne-energie 0,05 - 10 MW",Regio West-Overijssel,Zwolle,ZWOLLE,6.140205912,52.5254187
