postcode_agg,plaats,gemeentenaam,gemeentecode,wijknaam,buurtnaam,deelprogramma,subsidiejaar,techniek,subcategorie,aantal_adressen,totale_vermogen,aantal_m2,aantal_app
8032KM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8032KM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,98.0,
8032KM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8032KM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8032KM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2024.0,Dakisolatie,Dakisolatie,1.0,,52.0,
8032KM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032KM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,76.0,
8032KV,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,49.0,
8032KV,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032KW,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,46.0,
8032KX,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,93.0,
8032KX,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Midden,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,124.0,
8032LA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Dakisolatie,Dakisolatie,1.0,,45.0,
8032LA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Vloerisolatie,Bodemisolatie,1.0,,51.0,
8032LA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,50.0,
8032LA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,Triple glas U <= 0,,,,
8032LA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Bodemisolatie,1.0,,53.0,
8032LA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,55.0,
8032LA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,2.0,,95.0,
8032LB,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,97.0,
8032LB,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,2.0,,192.0,
8032LB,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LB,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Vloerisolatie,Bodemisolatie,1.0,,38.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Dakisolatie,Dakisolatie,1.0,,60.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,65.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,146.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Bodemisolatie,1.0,,60.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,77.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,40.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,40.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,65.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,65.0,
8032LC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8032LD,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LD,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8032LD,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8032LD,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Zonneboiler,> 5 m2 en <= 10 m2,1.0,,,1.0
8032LD,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LD,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,106.0,
8032LD,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,58.0,
8032LD,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,170.0,
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water < 1 kW,1.0,0.0,,1.0
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Dakisolatie,Dakisolatie,1.0,,58.0,
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,115.0,
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,83.0,
8032LE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8032LG,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8032LH,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,Panelen in kozijn U <= 1,,,,
8032LH,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LK,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,122.0,
8032LK,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,106.0,
8032LM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,83.0,
8032LM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,56.0,
8032LM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,58.0,
8032LM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Dakisolatie,Dakisolatie,1.0,,60.0,
8032LM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8032LM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,3.0,,158.0,
8032LM,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,49.0,
8032LN,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LN,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,88.0,
8032LN,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LN,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8032LP,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,90.0,
8032LP,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,87.0,
8032LP,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,2.0,,90.0,
8032LP,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8032LP,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Zonneboiler,<= 5 m2,1.0,,,1.0
8032LP,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
8032LR,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,45.0,
8032LR,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,2.0,,144.0,
8032LR,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,55.0,
8032LR,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Dakisolatie,Dakisolatie,1.0,,34.0,
8032LR,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032MA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Glasisolatie,Triple glas U <= 0,,,,
8032MA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,45.0,
8032MA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,52.0,
8032ME,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Glasisolatie,Triple glas U <= 0,,,,
8032ME,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,75.0,
8032ME,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,Triple glas U <= 0,,,,
8032MG,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,54.0,
8032MG,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 3,,,,
8032MK,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8032MK,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,64.0,
8032MK,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8032ML,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8032MN,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8032MN,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032MP,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,64.0,
8032MR,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032MS,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8032MS,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,59.0,
8032MS,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8032MT,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8032MT,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,65.0,
8032MV,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8032MV,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,70.0,
8032MV,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,2.0,,100.0,
8032MV,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,ZAKELIJKE MARKT,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8032MZ,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,2.0,,113.0,
8032NA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,55.0,
8032NA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,72.0,
8032NA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8032NA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8032NA,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,67.0,
8032NB,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8032NB,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,85.0,
8032NB,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,2.0,,139.0,
8032NB,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8032NB,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,69.0,
8032NC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,57.0,
8032NC,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,59.0,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Dakisolatie,Dakisolatie,1.0,,58.0,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,50.0,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,57.0,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Dakisolatie,Dakisolatie,1.0,,38.0,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,1.0,,10.0,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,HR++ glas U <= 1,,,,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,Isolerende deur Ud <= 1,,,,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Glasisolatie,Panelen in kozijn U <= 1,,,,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,15.0,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,77.0,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Zonneboiler,<= 5 m2,1.0,,,1.0
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8032ND,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,2.0,,116.0,
8032NE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,90.0,
8032NE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032NE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,74.0,
8032NE,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,,,,
8032NG,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Glasisolatie,HR++ glas U <= 1,,,,
8032NG,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2021.0,Vloerisolatie,Vloerisolatie,1.0,,57.0,
8032NG,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,61.0,
8032NG,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,72.0,
8032NH,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Vloerisolatie,Vloerisolatie,1.0,,63.0,
8032NH,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Warmtepomp,Lucht-water >= 3,,,,
8032NH,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032NH,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,Isolerende deur Ud <= 1,,,,
8032NH,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Vloerisolatie,Vloerisolatie,1.0,,54.0,
8032NJ,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2022.0,Vloerisolatie,Vloerisolatie,1.0,,66.0,
8032NJ,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Glasisolatie,HR++ glas U <= 1,,,,
8032NJ,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,1.0,,58.0,
8032NJ,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Glasisolatie,HR++ glas U <= 1,,,,
8032NJ,ZWOLLE,Zwolle,193.0,Wijk 31 Aa-landen,Aa-landen-Noord,PARTICULIEREN,2024.0,Warmtepomp,Lucht-water >= 3,,,,
