postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie,latitude,longitude
8014WE,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Vloerisolatie,Vloerisolatie,52.47955242142857,6.10998005
8014WG,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,Triple glas U <= 0,52.48011875882353,6.109343352941177
8014WG,Wijk 51 Ittersum,Ittersumerlanden,2025.0,Vloerisolatie,Vloerisolatie,52.48011875882353,6.109343352941177
8014WH,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Vloerisolatie,Vloerisolatie,52.480521844,6.110286456
8014WH,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1,52.480521844,6.110286456
8014WL,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Glasisolatie,HR++ glas U <= 1,52.4800072125,6.111907625
8014WL,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Glasisolatie,Isolerende deur Ud <= 1,52.4800072125,6.111907625
8014WL,Wijk 51 Ittersum,Ittersumerlanden,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.4800072125,6.111907625
8014WN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1,52.480900454545456,6.1118639272727275
8014WN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,Triple glas U <= 0,52.480900454545456,6.1118639272727275
8014WN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie,52.480900454545456,6.1118639272727275
8014WN,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Warmtepomp,Lucht-water >= 3,52.480900454545456,6.1118639272727275
8014WP,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1,52.47986008235294,6.112326088235294
8014WP,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Warmtepomp,Lucht-water >= 3,52.47986008235294,6.112326088235294
8014WP,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Zonneboiler,<= 5 m2 zonneboilercombi,52.47986008235294,6.112326088235294
8014WR,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.479628764285714,6.111078814285714
8014WR,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Vloerisolatie,Vloerisolatie,52.479628764285714,6.111078814285714
8014WR,Wijk 51 Ittersum,Ittersumerlanden,2023.0,Glasisolatie,HR++ glas U <= 1,52.479628764285714,6.111078814285714
8014WR,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.479628764285714,6.111078814285714
8014WS,Wijk 51 Ittersum,Ittersumerlanden,2022.0,Glasisolatie,HR++ glas U <= 1,52.48021635789474,6.111295315789474
8014WS,Wijk 51 Ittersum,Ittersumerlanden,2024.0,Glasisolatie,HR++ glas U <= 1,52.48021635789474,6.111295315789474
8014ZA,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Dakisolatie,Zolder- of vlieringvloer,52.48598813333333,6.1115135333333335
8014ZB,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Glasisolatie,HR++ glas U <= 1,52.48629291428571,6.110914957142858
8014ZB,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.48629291428571,6.110914957142858
8014ZB,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Vloerisolatie,Vloerisolatie,52.48629291428571,6.110914957142858
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Dakisolatie,Dakisolatie,52.48707243333333,6.1090202
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,HR++ glas U <= 1,52.48707243333333,6.1090202
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Vloerisolatie,Vloerisolatie i.c.m. bodemisolatie,52.48707243333333,6.1090202
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Dakisolatie,Dakisolatie,52.48707243333333,6.1090202
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1,52.48707243333333,6.1090202
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.48707243333333,6.1090202
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie,52.48707243333333,6.1090202
8014ZC,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Vloerisolatie,Vloerisolatie,52.48707243333333,6.1090202
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Bodemisolatie,52.48640244375,6.107312325
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,HR++ glas U <= 1,52.48640244375,6.107312325
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Isolerende deur Ud <= 1,52.48640244375,6.107312325
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Triple glas U <= 0,52.48640244375,6.107312325
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.48640244375,6.107312325
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Vloerisolatie,Vloerisolatie,52.48640244375,6.107312325
8014ZD,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Vloerisolatie,Bodemisolatie,52.48640244375,6.107312325
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.48732217368421,6.108752684210526
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1,52.48732217368421,6.108752684210526
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Isolerende deur Ud <= 1,52.48732217368421,6.108752684210526
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Triple glas U <= 0,52.48732217368421,6.108752684210526
8014ZE,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Warmtepomp,Lucht-water >= 3,52.48732217368421,6.108752684210526
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Dakisolatie,Dakisolatie,52.486541233333334,6.106891153333333
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Vloerisolatie,Vloerisolatie,52.486541233333334,6.106891153333333
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Dakisolatie,Zolder- of vlieringvloer,52.486541233333334,6.106891153333333
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1,52.486541233333334,6.106891153333333
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.486541233333334,6.106891153333333
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Bodemisolatie,52.486541233333334,6.106891153333333
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,HR++ glas U <= 1,52.486541233333334,6.106891153333333
8014ZG,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Isolerende deur Ud <= 1,52.486541233333334,6.106891153333333
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Dakisolatie,Zolder- of vlieringvloer,52.48670196315789,6.109065536842105
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.48670196315789,6.109065536842105
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1,52.48670196315789,6.109065536842105
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Isolerende deur Ud <= 1,52.48670196315789,6.109065536842105
8014ZK,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie,52.48670196315789,6.109065536842105
8014ZL,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.4859539125,6.10727554375
8014ZL,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie,52.4859539125,6.10727554375
8014ZL,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Dakisolatie,Dakisolatie,52.4859539125,6.10727554375
8014ZL,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,HR++ glas U <= 1,52.4859539125,6.10727554375
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Triple glas U <= 0,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Warmtepomp,Lucht-water >= 3,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Isolerende deur Ud <= 1,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Vloerisolatie,Vloerisolatie,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Dakisolatie,Dakisolatie,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Glasisolatie,HR++ glas U <= 1,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Vloerisolatie,Vloerisolatie,52.485508232,6.1123265280000005
8014ZR,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW,52.485508232,6.1123265280000005
8014ZS,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie,52.48523953888889,6.110854411111111
8014ZS,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Warmtepomp,Lucht-water >= 3,52.48523953888889,6.110854411111111
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,HR++ glas U <= 1,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,Triple glas U <= 0,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Vloerisolatie,Vloerisolatie,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Dakisolatie,Dakisolatie,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,HR++ glas U <= 1,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Glasisolatie,Triple glas U <= 0,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Vloerisolatie,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,Triple glas U <= 0,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Warmtepomp,Lucht-water >= 3,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Glasisolatie,HR++ glas U <= 1,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.48533969090909,6.1119558909090905
8014ZT,Wijk 51 Ittersum,Oud-Ittersum,2024.0,Vloerisolatie,Vloerisolatie,52.48533969090909,6.1119558909090905
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,Isolerende deur Ud <= 1,52.48603475714286,6.106154585714286
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Glasisolatie,Triple glas U <= 0,52.48603475714286,6.106154585714286
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2021.0,Vloerisolatie,Vloerisolatie,52.48603475714286,6.106154585714286
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2022.0,Vloerisolatie,Bodemisolatie,52.48603475714286,6.106154585714286
8014ZV,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Warmtepomp,Lucht-water >= 3,52.48603475714286,6.106154585714286
8014ZX,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Glasisolatie,HR++ glas U <= 1,52.48463386,6.10911006
8014ZX,Wijk 51 Ittersum,Oud-Ittersum,2023.0,Warmtepomp,Lucht-water >= 3,52.48463386,6.10911006
8015AA,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47329233,6.12216353
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Dakisolatie,Dakisolatie,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Panelen in kozijn U <= 1,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Triple glas U <= 0,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Glasisolatie,HR++ glas U <= 1,52.47295277241379,6.121605868965517
8015AB,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Glasisolatie,Triple glas U <= 0,52.47295277241379,6.121605868965517
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2021.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW,52.472921156,6.125809488000001
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.472921156,6.125809488000001
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.472921156,6.125809488000001
8015AC,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.472921156,6.125809488000001
8015AH,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47356642,6.120185346666667
8015AH,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47356642,6.120185346666667
8015AJ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47361425625,6.12079055
8015AJ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47361425625,6.12079055
8015AJ,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3,52.47361425625,6.12079055
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47363187894737,6.12114327368421
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47363187894737,6.12114327368421
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47363187894737,6.12114327368421
8015AK,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3,52.47363187894737,6.12114327368421
8015AL,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.472978081818184,6.118377190909091
8015AL,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.472978081818184,6.118377190909091
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,Triple glas U <= 0,52.4737952030303,6.123411612121212
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 3,52.4737952030303,6.123411612121212
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.4737952030303,6.123411612121212
8015AM,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.4737952030303,6.123411612121212
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Dakisolatie,Dakisolatie,52.47273554615384,6.117944792307692
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.47273554615384,6.117944792307692
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47273554615384,6.117944792307692
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.47273554615384,6.117944792307692
8015AN,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47273554615384,6.117944792307692
8015AP,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47386849473684,6.124165521052632
8015AP,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47386849473684,6.124165521052632
8015AP,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47386849473684,6.124165521052632
8015AP,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Warmtepomp,Lucht-water >= 3,52.47386849473684,6.124165521052632
8015AT,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47404165454546,6.125306466666666
8015AT,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47404165454546,6.125306466666666
8015AZ,Wijk 51 Ittersum,Ittersumerbroek,2021.0,Zonneboiler,<= 5 m2,52.47357331875,6.1255308
8015AZ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47357331875,6.1255308
8015AZ,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.47357331875,6.1255308
8015AZ,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 3,52.47357331875,6.1255308
8015BA,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47711113333333,6.115424083333334
8015BA,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47711113333333,6.115424083333334
8015BB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Dakisolatie,Dakisolatie,52.475078278571424,6.117252482142858
8015BB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.475078278571424,6.117252482142858
8015BB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Isolerende deur Ud <= 1,52.475078278571424,6.117252482142858
8015BB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Triple glas U <= 0,52.475078278571424,6.117252482142858
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Dakisolatie,Dakisolatie,52.47498282692308,6.116708284615385
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47498282692308,6.116708284615385
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47498282692308,6.116708284615385
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,Triple glas U <= 0,52.47498282692308,6.116708284615385
8015BD,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47498282692308,6.116708284615385
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Dakisolatie,Dakisolatie,52.475812022727276,6.117205586363637
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.475812022727276,6.117205586363637
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,Isolerende deur Ud <= 1,52.475812022727276,6.117205586363637
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.475812022727276,6.117205586363637
8015BE,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,Triple glas U <= 0,52.475812022727276,6.117205586363637
8015BG,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47465931333333,6.11823276
8015BG,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47465931333333,6.11823276
8015BH,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47585510526316,6.117574684210526
8015BH,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Glasisolatie,Triple glas U <= 0,52.47585510526316,6.117574684210526
8015BJ,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47474044,6.118592273333333
8015BL,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.474833147058824,6.1190883
8015BL,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.474833147058824,6.1190883
8015BM,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47605315,6.11884632
8015BR,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47513754285714,6.120244066666666
8015BR,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47513754285714,6.120244066666666
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.475805604,6.119685868
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,Isolerende deur Ud <= 1,52.475805604,6.119685868
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,Panelen in kozijn U <= 1,52.475805604,6.119685868
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Vloerisolatie,Vloerisolatie,52.475805604,6.119685868
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.475805604,6.119685868
8015BS,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 3,52.475805604,6.119685868
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water < 1 kW,52.475807964999994,6.12190959
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.475807964999994,6.12190959
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.475807964999994,6.12190959
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Isolerende deur Ud <= 1,52.475807964999994,6.12190959
8015BT,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,Triple glas U <= 0,52.475807964999994,6.12190959
8015BV,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Vloerisolatie,Vloerisolatie,52.4750747047619,6.1227198523809525
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.47649096666667,6.116799825
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.47649096666667,6.116799825
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Warmtepomp,Lucht-water >= 3,52.47649096666667,6.116799825
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47649096666667,6.116799825
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.47649096666667,6.116799825
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47649096666667,6.116799825
8015CA,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.47649096666667,6.116799825
8015CB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.47630796666667,6.1189324944444445
8015CB,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,Triple glas U <= 0,52.47630796666667,6.1189324944444445
8015CB,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Glasisolatie,HR++ glas U <= 1,52.47630796666667,6.1189324944444445
8015CC,Wijk 51 Ittersum,Ittersumerbroek,2021.0,Dakisolatie,Dakisolatie,52.475173129411765,6.1208807705882355
8015CC,Wijk 51 Ittersum,Ittersumerbroek,2021.0,Glasisolatie,HR++ glas U <= 1,52.475173129411765,6.1208807705882355
8015CC,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.475173129411765,6.1208807705882355
8015CC,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Vloerisolatie,Vloerisolatie,52.475173129411765,6.1208807705882355
8015CC,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Glasisolatie,HR++ glas U <= 1,52.475173129411765,6.1208807705882355
8015CC,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.475173129411765,6.1208807705882355
8015CC,Wijk 51 Ittersum,Ittersumerbroek,2023.0,Warmtepomp,Lucht-water >= 3,52.475173129411765,6.1208807705882355
8015CC,Wijk 51 Ittersum,Ittersumerbroek,2024.0,Dakisolatie,Dakisolatie,52.475173129411765,6.1208807705882355
8015CC,Wijk 51 Ittersum,Ittersumerbroek,2025.0,Glasisolatie,HR++ glas U <= 1,52.475173129411765,6.1208807705882355
8015CD,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47366373846154,6.121787530769231
8015CE,Wijk 51 Ittersum,Ittersumerbroek,2022.0,Glasisolatie,HR++ glas U <= 1,52.47690738888889,6.117316755555556
