postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie,latitude,longitude
8024CM,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie,52.52228479166667,6.142816458333334
8024CM,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52228479166667,6.142816458333334
8024CM,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.52228479166667,6.142816458333334
8024CM,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0,52.52228479166667,6.142816458333334
8024CM,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.52228479166667,6.142816458333334
8024CM,Wijk 40 Berkum,Berkum,2024.0,Dakisolatie,Dakisolatie,52.52228479166667,6.142816458333334
8024CM,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52228479166667,6.142816458333334
8024CN,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie,52.521858625,6.142057007142857
8024CN,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.521858625,6.142057007142857
8024CN,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.521858625,6.142057007142857
8024CN,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie,52.521858625,6.142057007142857
8024CN,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0,52.521858625,6.142057007142857
8024CN,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.521858625,6.142057007142857
8024CN,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.521858625,6.142057007142857
8024CN,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie,52.521858625,6.142057007142857
8024CN,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.521858625,6.142057007142857
8024CP,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.521210835714285,6.130833164285714
8024CP,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.521210835714285,6.130833164285714
8024CP,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.521210835714285,6.130833164285714
8024CP,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.521210835714285,6.130833164285714
8024CP,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water < 1 kW,52.521210835714285,6.130833164285714
8024CP,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.521210835714285,6.130833164285714
8024CR,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.521762286206894,6.138571896551724
8024CR,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.521762286206894,6.138571896551724
8024CR,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Isolerende deur Ud <= 1,52.521762286206894,6.138571896551724
8024CR,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0,52.521762286206894,6.138571896551724
8024CR,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.521762286206894,6.138571896551724
8024CR,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie,52.521762286206894,6.138571896551724
8024CR,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.521762286206894,6.138571896551724
8024CT,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1,52.521203241176465,6.137852470588236
8024CT,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie,52.521203241176465,6.137852470588236
8024CT,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.521203241176465,6.137852470588236
8024CT,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie,52.521203241176465,6.137852470588236
8024CT,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.521203241176465,6.137852470588236
8024CT,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.521203241176465,6.137852470588236
8024CT,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Bodemisolatie,52.521203241176465,6.137852470588236
8024CT,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.521203241176465,6.137852470588236
8024CT,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie,52.521203241176465,6.137852470588236
8024CV,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52408561212121,6.136495509090909
8024CV,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Bodemisolatie,52.52408561212121,6.136495509090909
8024CV,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52408561212121,6.136495509090909
8024CV,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.52408561212121,6.136495509090909
8024CV,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52408561212121,6.136495509090909
8024CV,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.52408561212121,6.136495509090909
8024CV,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1,52.52408561212121,6.136495509090909
8024CV,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie,52.52408561212121,6.136495509090909
8024DB,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.52641164,6.13731366
8024DG,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.52569637777778,6.137603216666666
8024DJ,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.52566524285714,6.136608407142857
8024DJ,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52566524285714,6.136608407142857
8024DJ,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.52566524285714,6.136608407142857
8024DJ,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1,52.52566524285714,6.136608407142857
8024DJ,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie,52.52566524285714,6.136608407142857
8024DL,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.52544257647059,6.139897811764706
8024DM,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.52595104375,6.1396868875
8024DM,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Isolerende deur Ud <= 1,52.52595104375,6.1396868875
8024DM,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Panelen in kozijn U <= 1,52.52595104375,6.1396868875
8024DN,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1,52.525796719999995,6.141423795000001
8024DN,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie,52.525796719999995,6.141423795000001
8024DN,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.525796719999995,6.141423795000001
8024DN,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.525796719999995,6.141423795000001
8024DN,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.525796719999995,6.141423795000001
8024DN,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.525796719999995,6.141423795000001
8024DN,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1,52.525796719999995,6.141423795000001
8024DP,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie,52.52551902857142,6.142278985714285
8024DP,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.52551902857142,6.142278985714285
8024DP,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.52551902857142,6.142278985714285
8024DP,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1,52.52551902857142,6.142278985714285
8024DP,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.52551902857142,6.142278985714285
8024DR,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1,52.5263190875,6.1423587125
8024DR,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie,52.5263190875,6.1423587125
8024DR,Wijk 40 Berkum,Berkum,2021.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.5263190875,6.1423587125
8024DR,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.5263190875,6.1423587125
8024DR,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.5263190875,6.1423587125
8024DR,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.5263190875,6.1423587125
8024DR,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Bodemisolatie,52.5263190875,6.1423587125
8024DR,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.5263190875,6.1423587125
8024DR,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.5263190875,6.1423587125
8024DS,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.52671355,6.141807475
8024DS,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Triple glas U <= 0,52.52671355,6.141807475
8024DS,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.52671355,6.141807475
8024DS,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.52671355,6.141807475
8024DS,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.52671355,6.141807475
8024DS,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.52671355,6.141807475
8024DS,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie,52.52671355,6.141807475
8024DT,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.5262306625,6.14291933125
8024DT,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.5262306625,6.14291933125
8024DT,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water < 1 kW,52.5262306625,6.14291933125
8024DT,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.5262306625,6.14291933125
8024DT,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.5262306625,6.14291933125
8024DT,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.5262306625,6.14291933125
8024DX,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.526432716,6.139419116
8024DX,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie,52.526432716,6.139419116
8024DZ,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.526757466666666,6.140360641666667
8024DZ,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.526757466666666,6.140360641666667
8024DZ,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.526757466666666,6.140360641666667
8024EC,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.52293626,6.14767844
8024ED,Wijk 40 Berkum,Berkum,2021.0,Warmtepomp,Lucht-water >= 3,52.5224957625,6.14775679375
8024ED,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie,52.5224957625,6.14775679375
8024ED,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.5224957625,6.14775679375
8024ED,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.5224957625,6.14775679375
8024ED,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.5224957625,6.14775679375
8024ED,Wijk 40 Berkum,Berkum,2023.0,Zonneboiler,> 5 m2 en <= 10 m2,52.5224957625,6.14775679375
8024ED,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1,52.5224957625,6.14775679375
8024ED,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.5224957625,6.14775679375
8024EG,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.522497025,6.147362916666666
8024EH,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.5223526,6.146852441666667
8024EH,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.5223526,6.146852441666667
8024PB,Wijk 40 Berkum,Veldhoek,2022.0,Glasisolatie,HR++ glas U <= 1,52.52154407647059,6.156859552941176
8024PB,Wijk 40 Berkum,Veldhoek,2022.0,Warmtepomp,Lucht-water >= 3,52.52154407647059,6.156859552941176
8024PB,Wijk 40 Berkum,Veldhoek,2023.0,Vloerisolatie,Vloerisolatie,52.52154407647059,6.156859552941176
8024PC,Wijk 40 Berkum,Veldhoek,2021.0,Warmtepomp,Lucht-water >= 3,52.51506325,6.137062736363637
8024PC,Wijk 40 Berkum,Veldhoek,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.51506325,6.137062736363637
8024PC,Wijk 40 Berkum,Veldhoek,2022.0,Glasisolatie,Triple glas U <= 0,52.51506325,6.137062736363637
8024PC,Wijk 40 Berkum,Veldhoek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.51506325,6.137062736363637
8024PC,Wijk 40 Berkum,Veldhoek,2022.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.51506325,6.137062736363637
8024PC,Wijk 40 Berkum,Veldhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.51506325,6.137062736363637
8024PC,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.51506325,6.137062736363637
8024PC,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Lucht-water >= 3,52.51506325,6.137062736363637
8024PC,Wijk 40 Berkum,Veldhoek,2024.0,Warmtepomp,Lucht-water >= 3,52.51506325,6.137062736363637
8024PD,Wijk 40 Berkum,Veldhoek,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.51257884736842,6.140092436842106
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Dakisolatie,Dakisolatie,52.51257884736842,6.140092436842106
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.51257884736842,6.140092436842106
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Glasisolatie,HR++ glas U <= 1,52.51257884736842,6.140092436842106
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Glasisolatie,Triple glas U <= 0,52.51257884736842,6.140092436842106
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Vloerisolatie,Vloerisolatie,52.51257884736842,6.140092436842106
8024PD,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Lucht-water >= 3,52.51257884736842,6.140092436842106
8024PD,Wijk 40 Berkum,Veldhoek,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.51257884736842,6.140092436842106
8024PD,Wijk 40 Berkum,Veldhoek,2024.0,Warmtepomp,Lucht-water < 1 kW,52.51257884736842,6.140092436842106
8024PD,Wijk 40 Berkum,Veldhoek,2024.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.51257884736842,6.140092436842106
8024PE,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Lucht-water >= 3,52.517364719999996,6.1384349700000005
8024PH,Wijk 40 Berkum,Veldhoek,2021.0,Warmtepomp,Lucht-water >= 3,52.50993985714286,6.142535657142857
8024PK,Wijk 40 Berkum,Veldhoek,2021.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.50925764285714,6.140005471428571
8024PK,Wijk 40 Berkum,Veldhoek,2023.0,Dakisolatie,Dakisolatie,52.50925764285714,6.140005471428571
8024PK,Wijk 40 Berkum,Veldhoek,2023.0,Vloerisolatie,Vloerisolatie,52.50925764285714,6.140005471428571
8024PK,Wijk 40 Berkum,Veldhoek,2023.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.50925764285714,6.140005471428571
8024PN,Wijk 40 Berkum,Veldhoek,2022.0,Warmtepomp,Grond-water > 10 kW en <= 70 kW,52.512614658333334,6.138574516666666
8024XA,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Dakisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water < 1 kW,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water >= 3,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,Triple glas U <= 0,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2024.0,Dakisolatie,Dakisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie,52.52151472682927,6.133559270731707
8024XA,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.52151472682927,6.133559270731707
8024XB,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.5205793875,6.1350058375
8024XC,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1,52.520743276,6.1336386
8024XC,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.520743276,6.1336386
8024XC,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie,52.520743276,6.1336386
8024XC,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie,52.520743276,6.1336386
8024XC,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.520743276,6.1336386
8024XC,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.520743276,6.1336386
8024XC,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie,52.520743276,6.1336386
8024XC,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.520743276,6.1336386
8024XC,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.520743276,6.1336386
8024XC,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.520743276,6.1336386
8024XD,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Bodemisolatie,52.52123796875,6.13909166875
8024XD,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.52123796875,6.13909166875
8024XE,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.521274925,6.13962170625
8024XE,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.521274925,6.13962170625
8024XE,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.521274925,6.13962170625
8024XE,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.521274925,6.13962170625
8024XG,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Zolder- of vlieringvloer,52.52105292142857,6.136861071428572
8024XG,Wijk 40 Berkum,Berkum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.52105292142857,6.136861071428572
8024XG,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.52105292142857,6.136861071428572
8024XG,Wijk 40 Berkum,Berkum,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52105292142857,6.136861071428572
8024XG,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie,52.52105292142857,6.136861071428572
8024XG,Wijk 40 Berkum,Berkum,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52105292142857,6.136861071428572
8024XG,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.52105292142857,6.136861071428572
8024XG,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.52105292142857,6.136861071428572
8024XG,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.52105292142857,6.136861071428572
8024XH,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Dakisolatie,52.52110783333333,6.137309086666667
8024XH,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1,52.52110783333333,6.137309086666667
8024XH,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.52110783333333,6.137309086666667
8024XH,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.52110783333333,6.137309086666667
8024XH,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1,52.52110783333333,6.137309086666667
8024XJ,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Zolder- of vlieringvloer,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,HR++ glas U <= 1,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2022.0,Warmtepomp,Lucht-water >= 3,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2024.0,Glasisolatie,HR++ glas U <= 1,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie,52.522657821052626,6.1406379
8024XJ,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.522657821052626,6.1406379
8024XK,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.52221663333333,6.1411519
8024XK,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.52221663333333,6.1411519
8024XK,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.52221663333333,6.1411519
8024XK,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.52221663333333,6.1411519
8024XL,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.52259800833333,6.142815883333333
8024XL,Wijk 40 Berkum,Berkum,2023.0,Dakisolatie,Dakisolatie,52.52259800833333,6.142815883333333
8024XL,Wijk 40 Berkum,Berkum,2023.0,Warmtepomp,Lucht-water >= 3,52.52259800833333,6.142815883333333
8024XL,Wijk 40 Berkum,Berkum,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.52259800833333,6.142815883333333
8024XL,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water >= 3,52.52259800833333,6.142815883333333
8024XM,Wijk 40 Berkum,Berkum,2021.0,Dakisolatie,Dakisolatie,52.521394258823534,6.140180870588235
8024XM,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,HR++ glas U <= 1,52.521394258823534,6.140180870588235
8024XM,Wijk 40 Berkum,Berkum,2021.0,Glasisolatie,Triple glas U <= 0,52.521394258823534,6.140180870588235
8024XM,Wijk 40 Berkum,Berkum,2021.0,Vloerisolatie,Vloerisolatie,52.521394258823534,6.140180870588235
8024XM,Wijk 40 Berkum,Berkum,2023.0,Glasisolatie,HR++ glas U <= 1,52.521394258823534,6.140180870588235
8024XM,Wijk 40 Berkum,Berkum,2023.0,Vloerisolatie,Vloerisolatie,52.521394258823534,6.140180870588235
8024XM,Wijk 40 Berkum,Berkum,2024.0,Vloerisolatie,Vloerisolatie,52.521394258823534,6.140180870588235
8024XM,Wijk 40 Berkum,Berkum,2024.0,Warmtepomp,Lucht-water < 1 kW,52.521394258823534,6.140180870588235
8024XT,Wijk 40 Berkum,Berkum,2022.0,Dakisolatie,Dakisolatie,52.524730848275865,6.130265875862069
8024XT,Wijk 40 Berkum,Berkum,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.524730848275865,6.130265875862069
8024XT,Wijk 40 Berkum,Berkum,2022.0,Glasisolatie,Triple glas U <= 0,52.524730848275865,6.130265875862069
8024XT,Wijk 40 Berkum,Berkum,2022.0,Vloerisolatie,Vloerisolatie,52.524730848275865,6.130265875862069
8024XT,Wijk 40 Berkum,Berkum,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.524730848275865,6.130265875862069
