buurt_naam,year,gas_consumption_TJ,electricity_consumption_GWh,co2_electricity_kton,co2_gas_kton,Consumentenprijs gas (variabele kosten incl. energiebelasting en BTW) [€],Consumentenprijs elektriciteit (variabele kosten incl. energiebelasting en BTW) [€],Aantal woningen met elektrische verwarming (benadering) [aantal],Aantal geregistreerde installaties met zonnepanelen woningen [aantal],woningen,woonruimten_totaal,inwoners_op_1_januari,inwoners_in_de_leeftijd_van_03_jaar,inwoners_in_de_leeftijd_van_411_jaar,inwoners_in_de_leeftijd_van_1217_jaar,inwoners_in_de_leeftijd_van_1824_jaar,inwoners_in_de_leeftijd_van_2539_jaar,inwoners_in_de_leeftijd_van_4054_jaar,inwoners_in_de_leeftijd_van_5564_jaar,inwoners_in_de_leeftijd_van_6574_jaar,inwoners_in_de_leeftijd_van_7584_jaar,inwoners_in_de_leeftijd_van_85_jaar_en_ouder,inwoners_in_de_leeftijd_van_017_jaar,inwoners_in_de_leeftijd_van_1864_jaar,inwoners_in_de_leeftijd_van_65_jaar_en_ouder,gemiddeld_gestandaardiseerd_inkomen_per_huishouden,huishoudens_onder_105_van_sociaal_minimum,total_buil,occupied_p,unoccupied,pre_1945,1945_1960,1961_1980,1981_2000,2001_2010,2011_2024,high_effic,moderate_e,low_effici,unknown_ef,coaching_sessions,sde_projects,isde_projects,sce_projects,local_subsidy_projects,latitude,longitude,total subsidies
spoolde,2017,7,0.4,0.2,0.4,0.63,0.2,1,20,115,115,296,6,27,29,18,19,77,52,52,14,2,62,166,68,34400,4,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,0,0,0,52.50519054,6.056370735,0
spoolde,2018,7,0.4,0.2,0.4,0.68,0.21,1,25,117,117,313,8,27,34,18,24,77,49,57,16,3,69,168,76,35900,4,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,0,0,0,52.50519054,6.056370735,0
spoolde,2019,7,0.4,0.2,0.4,0.78,0.22,1,25,117,117,316,10,30,33,17,25,74,46,60,17,4,73,162,81,36400,4,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,0,0,0,52.50519054,6.056370735,0
spoolde,2020,7,0.4,0.1,0.4,0.79,0.22,2,29,117,117,318,9,32,31,19,28,74,45,56,21,3,72,166,80,39600,0,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,0,0,0,52.50519054,6.056370735,0
spoolde,2021,7,0.4,0.1,0.4,0.83,0.23,4,0,117,117,321,9,36,30,19,27,79,42,52,23,4,75,167,79,41800,0,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,5,0,0,52.50519054,6.056370735,5
spoolde,2022,6,0.4,0.1,0.3,2.26,0.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,8,0,0,52.50519054,6.056370735,8
spoolde,2023,4,0.4,0.1,0.3,1.35,0.37,12,0,117,117,317,7,24,33,32,27,70,42,52,25,5,64,171,82,0,0,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,22,0,0,52.50519054,6.056370735,22
spoolde,2024,0,0,0,0,0,0,0,0,117,117,314,8,25,31,31,30,70,37,55,22,5,64,168,82,0,0,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,13,0,0,52.50519054,6.056370735,13
spoolde,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,0,0,0,52.50519054,6.056370735,0
oud-westenholte,2015,42,2.8,1.5,2.4,0.62,0.22,0,0,929,935,2327,129,270,197,153,436,462,273,199,161,47,596,1324,407,25900,7,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,0,0,0,0,0,52.52343635,6.051435253,0
oud-westenholte,2016,40,2.7,1.3,2.3,0.64,0.2,0,105,968,974,2401,126,274,204,167,465,452,301,200,157,55,604,1385,412,27300,7,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,0,0,0,0,0,52.52343635,6.051435253,0
oud-westenholte,2017,41,2.7,1.2,2.3,0.63,0.2,0,125,975,981,2451,126,285,204,180,456,468,303,218,158,53,615,1407,429,28600,6,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,0,0,0,0,0,52.52343635,6.051435253,0
oud-westenholte,2018,42,2.7,1.2,2.4,0.68,0.21,30,145,1007,1013,2510,129,287,213,212,444,479,308,219,159,60,629,1443,438,29100,7,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,0,0,0,0,0,52.52343635,6.051435253,0
oud-westenholte,2019,41,2.6,1,2.3,0.78,0.22,40,175,1011,1017,2506,127,295,198,198,433,496,311,225,169,54,620,1438,448,30400,7,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,0,0,0,0,0,52.52343635,6.051435253,0
oud-westenholte,2020,42,2.7,0.8,2.3,0.79,0.22,41,226,1019,1025,2533,128,281,215,212,410,518,299,231,173,66,624,1439,470,30800,7,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,0,0,0,0,0,52.52343635,6.051435253,0
oud-westenholte,2021,40,2.8,0.8,2.3,0.83,0.23,41,265,1032,1038,2524,130,258,235,209,391,532,293,243,167,66,623,1425,476,32100,7,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,0,0,11,0,0,52.52343635,6.051435253,11
oud-westenholte,2022,35,2.7,0.7,2,2.26,0.5,72,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,0,0,49,0,0,52.52343635,6.051435253,49
oud-westenholte,2023,29,2.6,0.6,1.7,1.35,0.37,105,0,1051,1057,2610,130,268,248,214,399,557,296,259,171,68,646,1466,498,0,0,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,3,0,56,0,0,52.52343635,6.051435253,56
oud-westenholte,2024,0,0,0,0,0,0,0,0,1051,1057,2606,122,261,252,210,407,548,304,263,171,68,635,1469,502,0,0,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,5,0,44,0,2,52.52343635,6.051435253,46
oud-westenholte,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,97.96215429,2.037845706,42,96,271,36,28,0,353,258,56,20,0,0,0,0,0,52.52343635,6.051435253,0
westenholte-stins,2015,42,3.2,1.7,2.4,0.62,0.22,0,0,1101,1106,2784,122,295,250,204,468,639,477,253,66,10,667,1788,329,26900,5,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,0,0,0,0,0,52.51936539,6.047292534,0
westenholte-stins,2016,42,3.1,1.5,2.4,0.64,0.2,0,135,1101,1106,2743,128,284,243,188,466,611,474,272,68,9,655,1739,349,27800,7,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,0,0,0,0,0,52.51936539,6.047292534,0
westenholte-stins,2017,42,3,1.3,2.3,0.63,0.2,0,155,1101,1106,2728,119,291,233,206,444,591,462,297,75,10,643,1703,382,27900,6,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,0,0,0,0,0,52.51936539,6.047292534,0
westenholte-stins,2018,41,2.9,1.2,2.3,0.68,0.21,0,205,1101,1106,2703,118,281,241,198,433,577,438,322,85,10,640,1646,417,28400,6,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,0,0,0,0,0,52.51936539,6.047292534,0
westenholte-stins,2019,40,2.7,1,2.3,0.78,0.22,0,275,1101,1105,2678,105,277,231,204,427,561,432,334,98,9,613,1624,441,30000,6,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,0,0,0,0,0,52.51936539,6.047292534,0
westenholte-stins,2020,40,2.6,0.8,2.3,0.79,0.22,0,334,1102,1107,2654,96,252,231,208,415,552,427,357,105,11,579,1602,473,31000,6,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,0,0,0,0,0,52.51936539,6.047292534,0
westenholte-stins,2021,41,2.7,0.8,2.3,0.83,0.23,0,418,1102,1107,2614,82,237,222,199,421,539,419,371,114,10,541,1578,495,32200,6,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,0,0,28,0,0,52.51936539,6.047292534,28
westenholte-stins,2022,36,2.5,0.7,2,2.26,0.5,11,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,0,0,75,0,0,52.51936539,6.047292534,75
westenholte-stins,2023,30,2.4,0.5,1.7,1.35,0.37,33,0,1103,1108,2575,85,215,217,192,435,507,374,387,147,16,517,1508,550,0,0,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,4,0,74,0,0,52.51936539,6.047292534,74
westenholte-stins,2024,0,0,0,0,0,0,0,0,1103,1108,2553,93,205,207,177,445,489,373,391,157,16,505,1484,564,0,0,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,5,0,53,0,5,52.51936539,6.047292534,58
westenholte-stins,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,98.93778452,1.062215478,0,0,223,436,0,0,204,451,4,0,0,0,4,0,1,52.51936539,6.047292534,5
vreugderijk,2015,4,0.3,0.2,0.2,0.62,0.22,0,0,65,65,191,3,13,19,22,18,40,37,28,10,1,35,117,39,0,.,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,0,0,0,0,52.51780056,6.031909677,0
vreugderijk,2016,4,0.3,0.1,0.2,0.64,0.2,0,10,65,65,182,2,14,19,20,12,38,39,27,11,0,35,109,38,0,-,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,0,0,0,0,52.51780056,6.031909677,0
vreugderijk,2017,4,0.3,0.1,0.2,0.63,0.2,0,10,65,65,183,3,18,18,19,11,38,40,24,12,0,39,108,36,0,-,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,0,0,0,0,52.51780056,6.031909677,0
vreugderijk,2018,4,0.3,0.1,0.2,0.68,0.21,1,10,65,65,185,1,18,22,18,13,40,40,24,9,0,41,111,33,0,-,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,0,0,0,0,52.51780056,6.031909677,0
vreugderijk,2019,4,0.3,0.1,0.2,0.78,0.22,1,15,63,63,184,1,14,21,23,11,38,41,24,11,0,36,113,35,0,-,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,1,0,0,0,52.51780056,6.031909677,1
vreugderijk,2020,4,0.3,0.1,0.2,0.79,0.22,5,21,65,65,182,1,16,22,15,13,40,40,19,16,0,39,108,35,0,-,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,0,0,0,0,52.51780056,6.031909677,0
vreugderijk,2021,4,0.3,0.1,0.2,0.83,0.23,5,25,65,65,181,1,16,20,16,14,39,37,21,16,1,37,106,38,0,-,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,0,0,0,0,52.51780056,6.031909677,0
vreugderijk,2022,4,0.3,0.1,0.2,2.26,0.5,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,1,2,0,0,52.51780056,6.031909677,3
vreugderijk,2023,3,0.3,0.1,0.1,1.35,0.37,0,0,68,68,202,1,15,24,26,9,45,38,25,18,1,40,118,44,0,0,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,0,12,0,0,52.51780056,6.031909677,12
vreugderijk,2024,0,0,0,0,0,0,0,0,68,68,197,1,14,20,25,7,44,35,30,18,3,35,111,51,0,0,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,0,6,0,0,52.51780056,6.031909677,6
vreugderijk,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,94.11764706,5.882352941,9,1,2,1,2,0,4,7,5,1,0,0,0,0,0,52.51780056,6.031909677,0
bedrijventerrein voorst-c,2015,0,0,0,0,0.62,0.22,0,0,1,2,6,0,0,0,4,0,0,1,1,0,0,0,5,1,0,-,56,100,0,0,0,23,10,7,0,46,4,2,4,0,0,0,0,0,52.51588372,6.056908832,0
bedrijventerrein voorst-c,2016,0,0,0,0,0.64,0.2,0,0,1,2,6,0,0,0,3,1,0,1,1,0,0,0,5,1,0,-,56,100,0,0,0,23,10,7,0,46,4,2,4,0,0,0,0,0,52.51588372,6.056908832,0
bedrijventerrein voorst-c,2017,0,0,0,0,0.63,0.2,0,0,1,2,6,0,0,0,3,1,0,1,1,0,0,0,5,1,0,-,56,100,0,0,0,23,10,7,0,46,4,2,4,0,0,0,0,0,52.51588372,6.056908832,0
bedrijventerrein voorst-c,2018,0,0,0,0,0.68,0.21,0,0,1,2,5,0,0,0,3,0,0,1,1,0,0,0,4,1,0,-,56,100,0,0,0,23,10,7,0,46,4,2,4,0,1,0,0,0,52.51588372,6.056908832,1
bedrijventerrein voorst-c,2019,0,0,0,0,0.78,0.22,0,0,1,2,4,0,0,0,2,0,0,1,1,0,0,0,3,1,0,-,56,100,0,0,0,23,10,7,0,46,4,2,4,0,0,0,0,0,52.51588372,6.056908832,0
bedrijventerrein voorst-c,2020,0,0,0,0,0.79,0.22,0,0,1,1,5,0,0,0,3,1,0,1,0,0,0,0,5,0,0,-,56,100,0,0,0,23,10,7,0,46,4,2,4,0,4,0,0,0,52.51588372,6.056908832,4
bedrijventerrein voorst-c,2021,0,0,0,0,0.83,0.23,0,0,1,1,4,0,0,0,3,1,0,0,0,0,0,0,4,0,0,-,56,100,0,0,0,23,10,7,0,46,4,2,4,0,0,0,0,0,52.51588372,6.056908832,0
bedrijventerrein voorst-c,2022,0,0,0,0,2.26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,100,0,0,0,23,10,7,0,46,4,2,4,0,0,0,0,0,52.51588372,6.056908832,0
bedrijventerrein voorst-c,2023,0,0,0,0,1.35,0.37,0,0,1,1,8,1,1,1,0,3,1,1,0,0,0,3,5,0,0,0,56,100,0,0,0,23,10,7,0,46,4,2,4,0,0,0,0,0,52.51588372,6.056908832,0
bedrijventerrein voorst-c,2024,0,0,0,0,0,0,0,0,1,1,8,1,2,1,0,3,1,0,0,0,0,4,4,0,0,0,56,100,0,0,0,23,10,7,0,46,4,2,4,0,0,0,0,0,52.51588372,6.056908832,0
bedrijventerrein voorst-c,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,100,0,0,0,23,10,7,0,46,4,2,4,0,0,0,0,0,52.51588372,6.056908832,0
bedrijventerrein voorst-d,2015,0,0,0,0,0.62,0.22,0,0,1,1,6,0,0,1,1,0,2,0,0,2,0,1,3,2,0,-,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,0,52.51044964,6.049106999,0
bedrijventerrein voorst-d,2016,0,0,0,0,0.64,0.2,0,0,1,1,5,0,0,0,2,0,2,0,0,1,0,0,4,1,0,-,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,0,52.51044964,6.049106999,0
bedrijventerrein voorst-d,2017,0,0,0,0,0.63,0.2,0,0,1,1,5,0,0,0,2,0,2,0,0,1,0,0,4,1,0,-,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,0,52.51044964,6.049106999,0
bedrijventerrein voorst-d,2018,0,0,0,0,0.68,0.21,0,0,1,1,6,0,0,0,2,1,2,0,0,1,0,0,5,1,0,-,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,0,52.51044964,6.049106999,0
bedrijventerrein voorst-d,2019,0,0,0,0,0.78,0.22,0,0,1,1,4,0,0,0,1,0,2,0,0,1,0,0,3,1,0,-,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,0,52.51044964,6.049106999,0
bedrijventerrein voorst-d,2020,0,0,0,0,0.79,0.22,0,0,1,1,4,0,0,0,1,0,2,0,0,0,1,0,3,1,0,-,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,0,52.51044964,6.049106999,0
bedrijventerrein voorst-d,2021,0,0,0,0,0.83,0.23,0,0,1,1,4,0,0,0,1,1,2,0,0,0,0,0,4,0,0,-,9,100,0,0,0,0,5,4,0,4,5,0,0,0,1,0,0,0,52.51044964,6.049106999,1
bedrijventerrein voorst-d,2022,0,0,0,0,2.26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,1,0,0,52.51044964,6.049106999,1
bedrijventerrein voorst-d,2023,0,0,0,0,1.35,0.37,0,0,1,1,5,0,0,0,0,2,1,2,0,0,0,0,5,0,0,0,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,1,0,0,52.51044964,6.049106999,1
bedrijventerrein voorst-d,2024,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,0,2,1,0,0,0,3,1,0,0,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,0,52.51044964,6.049106999,0
bedrijventerrein voorst-d,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,5,4,0,4,5,0,0,0,0,0,0,0,52.51044964,6.049106999,0
frankhuis,2015,66,6.2,3.3,3.7,0.62,0.22,0,0,1985,2033,5999,424,1214,572,254,1392,1596,311,134,81,21,2210,3553,236,29000,6,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,0,0,0,0,0,52.52611064,6.062390806,0
frankhuis,2016,72,6.4,3.1,4.1,0.64,0.2,0,305,2061,2108,6146,385,1189,652,297,1359,1684,333,144,79,24,2226,3673,247,30200,5,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,0,0,0,0,0,52.52611064,6.062390806,0
frankhuis,2017,74,6.4,2.9,4.2,0.63,0.2,108,475,2163,2210,6393,409,1116,713,328,1430,1782,344,165,84,22,2238,3884,271,31300,5,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,0,0,0,0,0,52.52611064,6.062390806,0
frankhuis,2018,73,6.5,2.8,4.2,0.68,0.21,156,620,2223,2270,6509,415,1066,751,361,1430,1812,380,186,88,20,2232,3983,294,31800,5,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,0,1,0,0,0,52.52611064,6.062390806,1
frankhuis,2019,73,6.2,2.3,4.1,0.78,0.22,205,725,2274,2321,6564,411,1014,748,405,1423,1828,421,203,90,21,2173,4077,314,33600,4,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,0,0,0,0,0,52.52611064,6.062390806,0
frankhuis,2020,75,6.3,1.8,4.2,0.79,0.22,207,851,2297,2344,6644,422,957,756,451,1403,1841,466,230,92,26,2135,4161,348,35100,4,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,0,0,0,0,0,52.52611064,6.062390806,0
frankhuis,2021,72,6.6,2,4.1,0.83,0.23,232,998,2317,2363,6649,426,902,781,465,1374,1811,493,275,95,27,2109,4143,397,37000,4,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,0,0,8,0,0,52.52611064,6.062390806,8
frankhuis,2022,64,6.2,1.7,3.6,2.26,0.5,302,1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,0,0,17,0,0,52.52611064,6.062390806,17
frankhuis,2023,53,5.9,1.3,3,1.35,0.37,348,0,2320,2366,6593,384,829,740,567,1288,1777,562,298,120,28,1953,4194,446,0,0,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,1,0,43,0,0,52.52611064,6.062390806,43
frankhuis,2024,0,0,0,0,0,0,0,0,2321,2368,6529,394,765,739,547,1252,1740,615,307,139,31,1898,4154,477,0,0,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,6,0,31,0,2,52.52611064,6.062390806,33
frankhuis,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1746,99.82817869,0.171821306,11,1,6,4,1324,0,1602,96,13,35,0,0,0,0,0,52.52611064,6.062390806,0
mastenbroek,2015,2,0,0,0.1,0.62,0.22,0,0,20,20,59,1,6,6,7,10,15,12,1,1,0,13,44,2,0,.,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
mastenbroek,2016,2,0,0,0.1,0.64,0.2,0,0,20,20,63,2,8,6,8,9,16,11,2,1,0,16,44,3,0,-,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
mastenbroek,2017,0,0,0,0,0.63,0.2,0,0,19,19,63,1,7,7,7,9,15,10,6,1,0,15,41,7,0,-,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
mastenbroek,2018,2,0.1,0,0.1,0.68,0.21,0,0,19,19,58,1,7,5,6,5,17,10,7,0,0,13,38,7,0,-,3,100,0,1,0,2,0,0,0,0,2,1,0,0,2,0,0,0,52.5538982,6.038170913,2
mastenbroek,2019,1,0.1,0,0.1,0.78,0.22,0,0,19,19,60,2,5,7,5,6,14,12,9,0,0,14,37,9,0,-,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
mastenbroek,2020,2,0.1,0,0.1,0.79,0.22,0,0,19,19,57,1,6,5,7,6,12,13,7,0,0,12,38,7,0,-,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
mastenbroek,2021,1,0.1,0,0.1,0.83,0.23,0,0,19,19,52,1,3,5,7,6,8,15,7,0,0,9,36,7,0,-,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
mastenbroek,2022,1,0.1,0,0.1,2.26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
mastenbroek,2023,1,0.1,0,0.1,1.35,0.37,0,0,21,21,51,2,2,5,5,7,9,13,8,0,0,9,34,8,0,0,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
mastenbroek,2024,0,0,0,0,0,0,0,0,21,21,51,1,3,4,6,7,11,10,9,0,0,8,34,9,0,0,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
mastenbroek,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,52.5538982,6.038170913,0
schoonhorst,2015,58,5.1,2.7,3.3,0.62,0.22,0,0,1860,1860,4487,266,573,374,300,1032,1123,370,277,141,31,1213,2825,449,28100,7,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,0,0,0,0,0,52.53364737,6.065976967,0
schoonhorst,2016,57,5,2.4,3.2,0.64,0.2,0,145,1864,1864,4462,260,546,380,314,991,1136,381,279,146,29,1186,2822,454,29200,6,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,0,0,0,0,0,52.53364737,6.065976967,0
schoonhorst,2017,57,4.9,2.2,3.3,0.63,0.2,0,170,1864,1864,4397,232,550,372,309,944,1120,411,276,150,33,1154,2784,459,30100,6,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,0,0,0,0,0,52.53364737,6.065976967,0
schoonhorst,2018,57,4.8,2,3.2,0.68,0.21,0,220,1863,1863,4369,210,527,372,335,900,1119,431,280,163,32,1109,2785,475,30100,6,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,0,0,0,0,0,52.53364737,6.065976967,0
schoonhorst,2019,55,4.5,1.6,3.1,0.78,0.22,0,290,1866,1866,4309,208,449,384,351,893,1078,463,279,170,34,1041,2785,483,31800,6,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,0,0,0,0,0,52.53364737,6.065976967,0
schoonhorst,2020,55,4.5,1.3,3.1,0.79,0.22,0,357,1867,1867,4306,208,430,364,339,902,1069,466,304,181,43,1002,2776,528,33000,5,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,0,0,0,0,0,52.53364737,6.065976967,0
schoonhorst,2021,56,4.6,1.4,3.1,0.83,0.23,0,406,1867,1867,4286,205,421,362,337,871,1064,481,311,185,49,988,2753,545,34500,5,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,0,0,3,0,0,52.53364737,6.065976967,3
schoonhorst,2022,50,4.3,1.2,2.8,2.26,0.5,19,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,0,0,25,0,0,52.53364737,6.065976967,25
schoonhorst,2023,42,4,0.9,2.4,1.35,0.37,75,0,1870,1870,4200,191,333,350,373,860,998,530,294,207,64,874,2761,565,0,0,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,1,0,42,0,0,52.53364737,6.065976967,42
schoonhorst,2024,0,0,0,0,0,0,0,0,1870,1870,4160,193,320,333,379,857,929,576,302,208,63,846,2741,573,0,0,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,2,0,41,0,0,52.53364737,6.065976967,41
schoonhorst,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1329,99.77426637,0.225733634,1,0,0,1275,25,0,550,775,0,4,0,0,4,0,0,52.53364737,6.065976967,4
werkeren,2015,47,4.1,2.2,2.7,0.62,0.22,0,0,1337,1349,4240,524,789,276,133,1296,771,133,101,129,88,1589,2333,318,29900,4,1223,98.77350777,1.226492232,1,0,0,0,630,0,1172,42,1,8,0,0,0,0,0,52.53524821,6.044262779,0
werkeren,2016,48,4.5,2.2,2.7,0.64,0.2,0,230,1359,1381,4399,511,843,316,148,1252,864,130,113,124,98,1670,2394,335,32300,5,1223,98.77350777,1.226492232,1,0,0,0,630,0,1172,42,1,8,0,0,0,0,0,52.53524821,6.044262779,0
werkeren,2017,50,4.2,1.9,2.9,0.63,0.2,0,0,1407,1430,4542,445,943,348,147,1261,926,140,117,111,104,1736,2474,332,32900,4,1223,98.77350777,1.226492232,1,0,0,0,630,0,1172,42,1,8,0,0,0,0,0,52.53524821,6.044262779,0
werkeren,2018,52,4.3,1.8,2.9,0.68,0.21,14,0,1440,1463,4716,440,979,404,163,1221,1037,139,128,113,92,1823,2560,333,33300,4,1223,98.77350777,1.226492232,1,0,0,0,630,0,1172,42,1,8,0,0,0,0,0,52.53524821,6.044262779,0
werkeren,2019,55,4.5,1.7,3.1,0.78,0.22,110,620,1565,1588,4987,424,1028,465,184,1239,1131,172,134,113,97,1917,2726,344,35700,4,1223,98.77350777,1.226492232,1,0,0,0,630,0,1172,42,1,8,0,0,0,0,0,52.53524821,6.044262779,0
werkeren,2020,59,4.8,1.4,3.3,0.79,0.22,116,706,1653,1676,5292,408,1074,543,219,1222,1276,183,156,104,107,2025,2900,367,37300,3,1223,98.77350777,1.226492232,1,0,0,0,630,0,1172,42,1,8,0,0,0,0,0,52.53524821,6.044262779,0
