buurt_naam,year,gas_consumption_TJ,electricity_consumption_GWh,co2_electricity_kton,co2_gas_kton,Consumentenprijs gas (variabele kosten incl. energiebelasting en BTW) [€],Consumentenprijs elektriciteit (variabele kosten incl. energiebelasting en BTW) [€],Aantal woningen met elektrische verwarming (benadering) [aantal],Aantal geregistreerde installaties met zonnepanelen woningen [aantal],woningen,woonruimten_totaal,inwoners_op_1_januari,inwoners_in_de_leeftijd_van_03_jaar,inwoners_in_de_leeftijd_van_411_jaar,inwoners_in_de_leeftijd_van_1217_jaar,inwoners_in_de_leeftijd_van_1824_jaar,inwoners_in_de_leeftijd_van_2539_jaar,inwoners_in_de_leeftijd_van_4054_jaar,inwoners_in_de_leeftijd_van_5564_jaar,inwoners_in_de_leeftijd_van_6574_jaar,inwoners_in_de_leeftijd_van_7584_jaar,inwoners_in_de_leeftijd_van_85_jaar_en_ouder,inwoners_in_de_leeftijd_van_017_jaar,inwoners_in_de_leeftijd_van_1864_jaar,inwoners_in_de_leeftijd_van_65_jaar_en_ouder,gemiddeld_gestandaardiseerd_inkomen_per_huishouden,huishoudens_onder_105_van_sociaal_minimum,total_buil,occupied_p,unoccupied,pre_1945,1945_1960,1961_1980,1981_2000,2001_2010,2011_2024,high_effic,moderate_e,low_effici,unknown_ef,coaching_sessions,sde_projects,isde_projects,sce_projects,local_subsidy_projects,latitude,longitude,total subsidies
oud-assendorp,2023,58,4.1,0.9,3.3,1.35,0.37,64,0,2131,2133,4220,180,260,153,809,1343,743,395,206,98,33,593,3290,337,0,0,1333,99.09977494,0.900225056,967,27,117,184,25,0,273,526,526,8,6,0,59,0,0,52.50500321,6.100457285,59
oud-assendorp,2024,0,0,0,0,0,0,0,0,2129,2130,4139,179,245,164,787,1295,733,396,207,101,32,588,3211,340,0,0,1333,99.09977494,0.900225056,967,27,117,184,25,0,273,526,526,8,9,0,56,0,44,52.50500321,6.100457285,100
oud-assendorp,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1333,99.09977494,0.900225056,967,27,117,184,25,0,273,526,526,8,0,0,3,0,8,52.50500321,6.100457285,11
nieuw-assendorp,2015,56,3.2,1.7,3.2,0.62,0.22,0,0,1405,1405,3171,229,332,169,427,818,621,274,179,95,27,730,2140,301,25400,9,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,0,0,0,0,0,52.50234831,6.107370165,0
nieuw-assendorp,2016,57,3.2,1.6,3.2,0.64,0.2,0,0,1408,1408,3181,207,354,178,421,796,637,279,190,90,29,739,2133,309,26500,9,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,0,0,0,0,0,52.50234831,6.107370165,0
nieuw-assendorp,2017,56,3.2,1.4,3.2,0.63,0.2,0,50,1408,1408,3172,202,336,182,439,787,632,279,198,89,28,720,2137,315,27000,9,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,0,0,0,0,0,52.50234831,6.107370165,0
nieuw-assendorp,2018,55,3.1,1.3,3.1,0.68,0.21,0,60,1408,1408,3084,179,325,192,424,749,622,277,204,87,25,696,2072,316,27500,9,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,0,0,0,0,0,52.50234831,6.107370165,0
nieuw-assendorp,2019,53,3,1.1,3,0.78,0.22,0,145,1411,1411,3057,179,325,189,420,720,621,286,204,92,21,693,2047,317,28800,8,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,0,0,0,0,0,52.50234831,6.107370165,0
nieuw-assendorp,2020,52,3,0.9,3,0.79,0.22,0,201,1418,1418,3055,168,323,194,431,694,627,292,215,89,22,685,2044,326,30200,8,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,0,0,0,0,0,52.50234831,6.107370165,0
nieuw-assendorp,2021,53,3.1,0.9,3,0.83,0.23,0,242,1420,1420,3053,165,318,187,409,735,609,295,219,93,23,670,2048,335,31800,8,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,0,0,29,0,0,52.50234831,6.107370165,29
nieuw-assendorp,2022,46,2.8,0.8,2.6,2.26,0.5,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,0,0,65,0,0,52.50234831,6.107370165,65
nieuw-assendorp,2023,39,2.7,0.6,2.2,1.35,0.37,14,0,1424,1424,3081,146,308,205,431,729,607,311,209,109,26,659,2078,344,0,0,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,6,0,70,0,0,52.50234831,6.107370165,70
nieuw-assendorp,2024,0,0,0,0,0,0,0,0,1426,1426,3088,140,283,213,458,701,610,332,206,113,32,636,2101,351,0,0,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,13,0,46,0,20,52.50234831,6.107370165,66
nieuw-assendorp,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,882,99.77324263,0.22675737,525,148,0,203,6,0,138,518,225,1,0,0,2,0,4,52.50234831,6.107370165,6
wezenlanden,2015,14,0.8,0.4,0.8,0.62,0.22,0,0,340,378,617,18,39,27,32,105,111,100,113,48,24,84,348,185,23300,17,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,0,0,0,0,0,52.50835638,6.106250667,0
wezenlanden,2016,15,0.8,0.4,0.8,0.64,0.2,0,5,341,379,628,20,43,24,28,105,124,99,113,49,23,87,356,185,24100,15,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,0,0,0,0,0,52.50835638,6.106250667,0
wezenlanden,2017,14,0.8,0.3,0.8,0.63,0.2,0,50,340,381,631,16,47,29,31,105,128,103,107,42,23,92,367,172,24600,16,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,0,1,0,0,0,52.50835638,6.106250667,1
wezenlanden,2018,16,0.8,0.4,0.9,0.68,0.21,0,120,390,431,700,16,53,29,32,122,138,116,121,48,25,98,408,194,24800,16,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,0,1,0,0,0,52.50835638,6.106250667,1
wezenlanden,2019,16,1,0.4,0.9,0.78,0.22,0,130,463,501,903,27,62,58,68,159,183,134,131,57,24,147,544,212,28600,14,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,0,0,0,0,0,52.50835638,6.106250667,0
wezenlanden,2020,18,1.1,0.3,1,0.79,0.22,0,183,516,556,1035,32,84,59,77,205,219,145,134,58,22,175,646,214,32800,11,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,0,1,0,0,0,52.50835638,6.106250667,1
wezenlanden,2021,20,1.4,0.4,1.1,0.83,0.23,31,248,623,663,1233,37,111,78,77,283,248,147,166,64,22,226,755,252,33600,11,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,0,0,4,0,0,52.50835638,6.106250667,4
wezenlanden,2022,17,1.3,0.4,1,2.26,0.5,31,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,0,0,8,0,0,52.50835638,6.106250667,8
wezenlanden,2023,14,1.2,0.3,0.8,1.35,0.37,30,0,599,638,1198,34,107,79,104,255,243,132,151,81,12,220,734,244,0,0,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,1,0,7,0,0,52.50835638,6.106250667,7
wezenlanden,2024,0,0,0,0,0,0,0,0,639,678,1161,31,104,71,107,239,231,147,125,91,15,206,724,231,0,0,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,1,0,10,0,0,52.50835638,6.106250667,10
wezenlanden,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,99.16142558,0.838574423,8,88,3,0,6,0,350,48,54,25,0,0,0,0,0,52.50835638,6.106250667,0
pierik,2015,38,2.2,1.2,2.2,0.62,0.22,0,0,1100,1110,2161,114,208,114,150,601,460,248,189,61,16,436,1459,266,23000,14,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,0,0,0,0,0,52.50180222,6.116089724,0
pierik,2016,38,2.3,1.1,2.2,0.64,0.2,0,160,1135,1145,2183,112,195,116,159,619,467,249,193,61,12,423,1494,266,23300,15,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,0,0,0,0,0,52.50180222,6.116089724,0
pierik,2017,38,2.2,1,2.2,0.63,0.2,0,245,1135,1146,2185,106,195,123,135,619,472,258,198,64,15,424,1484,277,24000,14,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,0,1,0,0,0,52.50180222,6.116089724,1
pierik,2018,38,2.1,0.9,2.1,0.68,0.21,0,260,1134,1144,2132,105,176,115,123,615,459,254,207,68,10,396,1451,285,24400,13,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,0,0,0,0,0,52.50180222,6.116089724,0
pierik,2019,37,2,0.7,2.1,0.78,0.22,0,300,1135,1145,2110,101,161,121,147,583,466,234,211,76,10,383,1430,297,25400,14,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,0,0,0,0,0,52.50180222,6.116089724,0
pierik,2020,37,2,0.6,2.1,0.79,0.22,23,384,1164,1174,2141,102,149,128,153,606,458,244,209,81,11,379,1461,301,26600,13,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,0,2,0,0,0,52.50180222,6.116089724,2
pierik,2021,37,2.1,0.6,2.1,0.83,0.23,35,429,1164,1174,2135,107,139,129,151,613,461,246,189,87,13,375,1471,289,27800,13,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,0,0,15,0,0,52.50180222,6.116089724,15
pierik,2022,33,1.9,0.5,1.9,2.26,0.5,23,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,0,1,37,0,0,52.50180222,6.116089724,38
pierik,2023,27,1.9,0.4,1.5,1.35,0.37,70,0,1166,1176,2144,110,149,119,149,611,465,245,180,98,18,378,1470,296,0,0,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,2,0,35,0,0,52.50180222,6.116089724,35
pierik,2024,0,0,0,0,0,0,0,0,1172,1182,2139,99,147,121,144,614,455,251,188,100,20,367,1464,308,0,0,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,2,0,31,0,14,52.50180222,6.116089724,45
pierik,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,99.88123515,0.118764846,274,463,7,10,3,0,369,338,129,6,0,0,0,0,0,52.50180222,6.116089724,0
bedrijventerrein marslanden-noord,2015,0,0,0,0,0.62,0.22,0,0,0,14,36,1,2,9,2,3,14,5,0,0,0,12,24,0,0,.,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2016,0,0,0,0,0.64,0.2,0,0,0,14,38,1,2,9,4,4,13,5,0,0,0,12,26,0,0,-,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2017,0,0,0,0,0.63,0.2,0,5,0,13,32,0,2,7,4,2,12,5,0,0,0,9,23,0,0,-,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2018,0,0,0,0,0.68,0.21,0,5,0,13,32,0,2,5,5,1,11,7,1,0,0,7,24,1,0,-,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2019,0,0,0,0,0.78,0.22,0,5,0,14,38,0,4,4,6,4,12,6,2,0,0,8,28,2,0,-,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2020,0,0,0,0,0.79,0.22,0,6,0,14,37,0,4,3,7,2,11,8,2,0,0,7,28,2,0,-,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2021,0,0,0,0,0.83,0.23,0,8,0,14,35,0,4,1,8,0,10,10,2,0,0,5,28,2,0,-,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2022,0,0,0,0,2.26,0.5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2023,0,0,0,0,1.35,0.37,0,0,0,14,30,0,3,1,3,1,7,11,4,0,0,4,22,4,0,0,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2024,0,0,0,0,0,0,0,0,0,14,30,0,2,2,3,1,5,13,4,0,0,4,22,4,0,0,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
bedrijventerrein marslanden-noord,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,2,0,1,0,0,1,0,1,2,0,0,0,0,0,52.5016645,6.123388955,0
hanzeland,2015,17,1.3,0.7,1,0.62,0.22,0,0,522,522,1021,37,51,49,124,226,230,131,108,46,19,137,711,173,32100,4,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,0,0,0,0,0,52.50321328,6.088724091,0
hanzeland,2016,14,1.2,0.6,0.8,0.64,0.2,0,20,522,522,1018,33,63,54,126,219,215,123,110,53,22,150,683,185,32100,5,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,0,0,0,0,0,52.50321328,6.088724091,0
hanzeland,2017,14,1.2,0.5,0.8,0.63,0.2,0,25,522,522,999,26,50,62,133,214,207,116,116,56,19,138,670,191,32300,4,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,0,0,0,0,0,52.50321328,6.088724091,0
hanzeland,2018,13,1.2,0.5,0.7,0.68,0.21,0,40,522,522,991,24,51,50,126,213,214,114,119,63,17,125,667,199,31900,5,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,0,0,0,0,0,52.50321328,6.088724091,0
hanzeland,2019,16,1.3,0.5,0.9,0.78,0.22,0,50,635,635,1142,24,47,42,184,304,213,125,119,70,14,113,826,203,33000,6,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,0,0,0,0,0,52.50321328,6.088724091,0
hanzeland,2020,16,1.3,0.4,0.9,0.79,0.22,0,63,636,636,1131,26,44,47,161,329,184,127,122,76,15,117,801,213,34500,4,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,0,1,0,0,0,52.50321328,6.088724091,1
hanzeland,2021,16,1.3,0.4,0.9,0.83,0.23,0,67,636,636,1130,31,35,44,170,320,183,134,117,83,13,110,807,213,36000,5,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,0,1,4,0,0,52.50321328,6.088724091,5
hanzeland,2022,14,1.2,0.3,0.8,2.26,0.5,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,0,1,11,0,0,52.50321328,6.088724091,12
hanzeland,2023,12,1.2,0.3,0.7,1.35,0.37,6,0,636,636,1097,28,38,25,171,319,155,141,108,101,11,91,786,220,0,0,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,1,0,13,0,0,52.50321328,6.088724091,13
hanzeland,2024,0,0,0,0,0,0,0,0,636,636,1111,34,32,31,175,314,157,132,114,106,16,97,778,236,0,0,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,1,0,16,0,0,52.50321328,6.088724091,16
hanzeland,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,99.21875,0.78125,5,0,0,394,112,0,301,209,2,0,0,0,0,0,0,52.50321328,6.088724091,0
kamperpoort,2015,20,1.5,0.8,1.1,0.62,0.22,0,0,735,735,1338,40,48,34,266,353,158,94,101,113,131,122,871,345,20300,20,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,0,0,0,0,52.5125572,6.082730984,0
kamperpoort,2016,19,1.5,0.7,1.1,0.64,0.2,0,30,746,746,1428,41,50,42,277,392,175,111,101,110,129,133,955,340,21100,21,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,0,0,0,0,52.5125572,6.082730984,0
kamperpoort,2017,19,1.5,0.7,1.1,0.63,0.2,0,45,750,750,1380,39,56,50,239,366,175,118,114,96,127,145,898,337,22000,20,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,0,0,0,0,52.5125572,6.082730984,0
kamperpoort,2018,21,1.6,0.7,1.2,0.68,0.21,0,115,810,810,1468,39,69,54,251,426,176,111,122,97,123,162,964,342,22900,21,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,0,0,0,0,52.5125572,6.082730984,0
kamperpoort,2019,23,1.8,0.7,1.3,0.78,0.22,37,160,936,936,1668,38,72,66,289,509,184,158,132,104,116,176,1140,352,24100,18,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,0,0,0,0,52.5125572,6.082730984,0
kamperpoort,2020,29,1.9,0.6,1.6,0.79,0.22,115,227,1044,1044,1809,51,78,58,297,597,200,170,142,108,108,187,1264,358,25500,17,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,1,0,0,0,52.5125572,6.082730984,1
kamperpoort,2021,30,2.4,0.7,1.7,0.83,0.23,131,313,1310,1310,2160,57,76,53,348,789,231,199,177,128,102,186,1567,407,27700,15,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,0,1,0,0,52.5125572,6.082730984,1
kamperpoort,2022,28,2.4,0.7,1.6,2.26,0.5,110,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,0,11,0,0,52.5125572,6.082730984,11
kamperpoort,2023,24,2.4,0.5,1.3,1.35,0.37,96,0,1377,1377,2273,73,70,48,322,857,265,212,198,142,86,191,1656,426,0,0,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,1,0,9,0,0,52.5125572,6.082730984,9
kamperpoort,2024,0,0,0,0,0,0,0,0,1381,1381,2439,80,108,72,331,915,283,213,201,144,92,260,1742,437,0,0,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,0,6,0,1,52.5125572,6.082730984,7
kamperpoort,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,99.75609756,0.243902439,106,2,289,145,71,0,845,246,107,32,0,0,0,0,0,52.5125572,6.082730984,0
veerallee,2015,35,1.9,1,2,0.62,0.22,0,0,539,539,1450,69,160,116,225,226,311,156,97,64,26,345,918,187,34100,5,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,0,0,0,0,52.50728824,6.075456391,0
veerallee,2016,33,1.9,0.9,1.9,0.64,0.2,0,70,543,543,1484,70,166,119,232,237,311,152,101,68,28,355,932,197,34500,5,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,0,0,0,0,52.50728824,6.075456391,0
veerallee,2017,35,1.9,0.9,2,0.63,0.2,12,110,598,598,1610,85,176,144,234,291,337,148,110,62,23,405,1010,195,38500,5,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,1,0,0,0,52.50728824,6.075456391,1
veerallee,2018,33,1.9,0.8,1.9,0.68,0.21,13,160,627,627,1718,100,204,141,227,346,344,163,111,61,21,445,1080,193,36300,4,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,1,0,0,0,52.50728824,6.075456391,1
veerallee,2019,33,1.9,0.7,1.9,0.78,0.22,13,180,662,662,1822,107,218,151,234,372,374,166,117,60,23,476,1146,200,40000,4,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,0,0,0,0,52.50728824,6.075456391,0
veerallee,2020,34,2,0.6,1.9,0.79,0.22,13,217,672,672,1870,98,233,153,259,362,389,173,126,49,28,484,1183,203,41300,3,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,0,0,0,0,52.50728824,6.075456391,0
veerallee,2021,35,2.1,0.6,2,0.83,0.23,20,240,683,683,1905,113,240,161,237,355,407,172,139,50,31,514,1171,220,43200,3,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,0,21,0,0,52.50728824,6.075456391,21
veerallee,2022,31,2,0.5,1.8,2.26,0.5,21,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,0,50,0,0,52.50728824,6.075456391,50
veerallee,2023,25,1.9,0.4,1.4,1.35,0.37,34,0,684,684,1900,110,231,158,245,336,414,188,119,67,32,499,1183,218,0,0,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,0,38,0,0,52.50728824,6.075456391,38
veerallee,2024,0,0,0,0,0,0,0,0,684,684,1879,111,231,162,231,331,402,187,121,72,31,504,1151,224,0,0,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,1,0,26,0,2,52.50728824,6.075456391,28
veerallee,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,98.9769821,1.023017903,159,26,77,9,1,0,134,134,123,0,0,0,2,0,0,52.50728824,6.075456391,2
bedrijventerrein voorst-a,2015,1,0.1,0.1,0.1,0.62,0.22,0,0,44,44,60,1,0,0,12,35,10,2,0,0,0,1,59,0,0,.,44,100,0,24,2,3,13,0,0,15,23,5,1,0,1,0,0,0,52.51819435,6.074411386,1
bedrijventerrein voorst-a,2016,1,0.1,0,0.1,0.64,0.2,0,0,43,43,59,0,0,0,12,34,11,2,0,0,0,0,59,0,0,-,44,100,0,24,2,3,13,0,0,15,23,5,1,0,0,0,0,0,52.51819435,6.074411386,0
bedrijventerrein voorst-a,2017,1,0.1,0,0.1,0.63,0.2,0,0,43,43,61,1,1,0,13,33,10,3,0,0,0,2,59,0,0,-,44,100,0,24,2,3,13,0,0,15,23,5,1,0,1,0,0,0,52.51819435,6.074411386,1
bedrijventerrein voorst-a,2018,1,0.1,0,0.1,0.68,0.21,0,0,43,43,60,1,1,0,12,32,10,4,0,0,0,2,58,0,0,-,44,100,0,24,2,3,13,0,0,15,23,5,1,0,0,0,0,0,52.51819435,6.074411386,0
bedrijventerrein voorst-a,2019,1,0.1,0,0.1,0.78,0.22,0,0,42,42,51,0,0,0,6,30,10,5,0,0,0,0,51,0,0,-,44,100,0,24,2,3,13,0,0,15,23,5,1,0,1,0,0,0,52.51819435,6.074411386,1
bedrijventerrein voorst-a,2020,1,0.1,0,0.1,0.79,0.22,0,0,42,43,54,0,0,0,7,33,9,5,0,0,0,0,54,0,0,-,44,100,0,24,2,3,13,0,0,15,23,5,1,0,0,0,0,0,52.51819435,6.074411386,0
bedrijventerrein voorst-a,2021,1,0.1,0,0.1,0.83,0.23,0,0,42,42,55,0,0,0,6,35,9,3,2,0,0,0,53,2,0,-,44,100,0,24,2,3,13,0,0,15,23,5,1,0,0,0,0,0,52.51819435,6.074411386,0
bedrijventerrein voorst-a,2022,1,0.1,0,0.1,2.26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,100,0,24,2,3,13,0,0,15,23,5,1,0,0,0,0,0,52.51819435,6.074411386,0
bedrijventerrein voorst-a,2023,1,0.1,0,0,1.35,0.37,0,0,42,43,54,0,0,0,3,34,10,5,2,0,0,0,52,2,0,0,44,100,0,24,2,3,13,0,0,15,23,5,1,0,0,0,0,0,52.51819435,6.074411386,0
bedrijventerrein voorst-a,2024,0,0,0,0,0,0,0,0,42,42,54,0,0,0,4,32,8,8,2,0,0,0,52,2,0,0,44,100,0,24,2,3,13,0,0,15,23,5,1,0,0,0,0,0,52.51819435,6.074411386,0
bedrijventerrein voorst-a,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,100,0,24,2,3,13,0,0,15,23,5,1,0,0,0,0,0,52.51819435,6.074411386,0
bedrijventerrein voorst-b,2015,0,0,0,0,0.62,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,43,100,0,0,0,9,26,1,0,17,14,2,10,0,0,0,0,0,52.51223711,6.065875191,0
bedrijventerrein voorst-b,2016,0,0,0,0,0.64,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,43,100,0,0,0,9,26,1,0,17,14,2,10,0,0,0,0,0,52.51223711,6.065875191,0
bedrijventerrein voorst-b,2017,0,0,0,0,0.63,0.2,0,0,0,0,8,0,0,0,3,4,1,0,0,0,0,0,8,0,0,-,43,100,0,0,0,9,26,1,0,17,14,2,10,0,1,0,0,0,52.51223711,6.065875191,1
bedrijventerrein voorst-b,2018,0,0,0,0,0.68,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,43,100,0,0,0,9,26,1,0,17,14,2,10,0,0,0,0,0,52.51223711,6.065875191,0
bedrijventerrein voorst-b,2019,0,0,0,0,0.78,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,43,100,0,0,0,9,26,1,0,17,14,2,10,0,0,0,0,0,52.51223711,6.065875191,0
bedrijventerrein voorst-b,2020,0,0,0,0,0.79,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,43,100,0,0,0,9,26,1,0,17,14,2,10,0,1,0,0,0,52.51223711,6.065875191,1
bedrijventerrein voorst-b,2021,0,0,0,0,0.83,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,43,100,0,0,0,9,26,1,0,17,14,2,10,0,1,0,0,0,52.51223711,6.065875191,1
bedrijventerrein voorst-b,2022,0,0,0,0,2.26,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,100,0,0,0,9,26,1,0,17,14,2,10,0,0,0,0,0,52.51223711,6.065875191,0
bedrijventerrein voorst-b,2023,0,0,0,0,1.35,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,100,0,0,0,9,26,1,0,17,14,2,10,0,0,0,0,0,52.51223711,6.065875191,0
bedrijventerrein voorst-b,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,100,0,0,0,9,26,1,0,17,14,2,10,0,0,0,0,0,52.51223711,6.065875191,0
bedrijventerrein voorst-b,2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,100,0,0,0,9,26,1,0,17,14,2,10,0,0,0,0,0,52.51223711,6.065875191,0
spoolde,2015,7,0.4,0.2,0.4,0.62,0.22,0,0,116,116,309,6,36,25,21,25,79,58,47,11,1,67,183,59,32700,0,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,0,0,0,52.50519054,6.056370735,0
spoolde,2016,7,0.4,0.2,0.4,0.64,0.2,0,15,116,116,299,5,32,27,19,22,79,51,51,11,2,64,171,64,33300,4,46,100,0,19,6,17,2,2,0,6,22,18,0,0,0,0,0,0,52.50519054,6.056370735,0
