postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie,latitude,longitude,index_right,OBJECTID,BRTNR,OMSCHR,OFFICIËLE,SHAPEAREA,SHAPELEN
8012XS,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50270332,6.108595916,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XS,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Vloerisolatie,Vloerisolatie,52.50270332,6.108595916,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XS,Wijk 13 Assendorp,Nieuw-Assendorp,2024,Glasisolatie,HR++ glas U <= 1,52.50270332,6.108595916,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XV,Wijk 13 Assendorp,Nieuw-Assendorp,2021,Dakisolatie,Dakisolatie,52.50333178,6.110834121,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XV,Wijk 13 Assendorp,Nieuw-Assendorp,2021,Spouwmuurisolatie,Spouwmuurisolatie,52.50333178,6.110834121,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XV,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50333178,6.110834121,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XV,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50333178,6.110834121,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XV,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Vloerisolatie,Vloerisolatie,52.50333178,6.110834121,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XV,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Warmtepomp,Lucht-water < 1 kW,52.50333178,6.110834121,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XV,Wijk 13 Assendorp,Nieuw-Assendorp,2024,Glasisolatie,HR++ glas U <= 1,52.50333178,6.110834121,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XV,Wijk 13 Assendorp,Nieuw-Assendorp,2024,Spouwmuurisolatie,Spouwmuurisolatie,52.50333178,6.110834121,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XV,Wijk 13 Assendorp,Nieuw-Assendorp,2024,Vloerisolatie,Vloerisolatie,52.50333178,6.110834121,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XX,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50325424,6.110960411,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XX,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Vloerisolatie,Vloerisolatie,52.50325424,6.110960411,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8012XX,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50325424,6.110960411,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AA,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Glasisolatie,HR++ glas U <= 1,52.50027945,6.108624589,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AA,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Vloerisolatie,Bodemisolatie,52.50027945,6.108624589,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AA,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Vloerisolatie,Vloerisolatie,52.50027945,6.108624589,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AA,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Dakisolatie,Dakisolatie,52.50027945,6.108624589,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AA,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Warmtepomp,Lucht-water >= 3,52.50027945,6.108624589,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AA,Wijk 13 Assendorp,Nieuw-Assendorp,2024,Glasisolatie,HR++ glas U <= 1,52.50027945,6.108624589,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AB,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Glasisolatie,HR++ glas U <= 1,52.50157709,6.109987983,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AB,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50157709,6.109987983,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AB,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Vloerisolatie,Vloerisolatie,52.50157709,6.109987983,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AB,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50157709,6.109987983,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AB,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Vloerisolatie,Vloerisolatie,52.50157709,6.109987983,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AB,Wijk 13 Assendorp,Nieuw-Assendorp,2024,Spouwmuurisolatie,Spouwmuurisolatie,52.50157709,6.109987983,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AB,Wijk 13 Assendorp,Nieuw-Assendorp,2024,Vloerisolatie,Vloerisolatie,52.50157709,6.109987983,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AC,Wijk 13 Assendorp,Nieuw-Assendorp,2021,Glasisolatie,HR++ glas U <= 1,52.50276041,6.111232527,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AC,Wijk 13 Assendorp,Nieuw-Assendorp,2021,Vloerisolatie,Bodemisolatie,52.50276041,6.111232527,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AC,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Dakisolatie,Dakisolatie,52.50276041,6.111232527,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AC,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Gevelisolatie,Binnen- of buitengevelisolatie,52.50276041,6.111232527,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AC,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50276041,6.111232527,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AC,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Vloerisolatie,Vloerisolatie,52.50276041,6.111232527,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AC,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Warmtepomp,Lucht-water >= 1 kW en < 3,52.50276041,6.111232527,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AC,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Vloerisolatie,Vloerisolatie,52.50276041,6.111232527,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AC,Wijk 13 Assendorp,Nieuw-Assendorp,2024,Glasisolatie,HR++ glas U <= 1,52.50276041,6.111232527,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AD,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50426235,6.112622507,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AD,Wijk 13 Assendorp,Nieuw-Assendorp,2022,Vloerisolatie,Vloerisolatie,52.50426235,6.112622507,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AD,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Glasisolatie,HR++ glas U <= 1,52.50426235,6.112622507,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AD,Wijk 13 Assendorp,Nieuw-Assendorp,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50426235,6.112622507,55,134,132,Nieuw Assendorp,Nieuw-Assendorp,280071.5372,2709.340175
8013AE,Wijk 13 Assendorp,Pierik,2021,Dakisolatie,Zolder- of vlieringvloer,52.50138805,6.110411325,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AE,Wijk 13 Assendorp,Pierik,2021,Vloerisolatie,Bodemisolatie,52.50138805,6.110411325,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AE,Wijk 13 Assendorp,Pierik,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50138805,6.110411325,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AE,Wijk 13 Assendorp,Pierik,2023,Gevelisolatie,Binnen- of buitengevelisolatie,52.50138805,6.110411325,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AE,Wijk 13 Assendorp,Pierik,2024,Dakisolatie,Dakisolatie,52.50138805,6.110411325,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AE,Wijk 13 Assendorp,Pierik,2024,Spouwmuurisolatie,Spouwmuurisolatie,52.50138805,6.110411325,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AE,Wijk 13 Assendorp,Pierik,2024,Vloerisolatie,Vloerisolatie,52.50138805,6.110411325,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AH,Wijk 13 Assendorp,Pierik,2021,Glasisolatie,HR++ glas U <= 1,52.50326324,6.112397271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AH,Wijk 13 Assendorp,Pierik,2021,Spouwmuurisolatie,Spouwmuurisolatie,52.50326324,6.112397271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AH,Wijk 13 Assendorp,Pierik,2022,Dakisolatie,Dakisolatie,52.50326324,6.112397271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AH,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,HR++ glas U <= 1,52.50326324,6.112397271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AH,Wijk 13 Assendorp,Pierik,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50326324,6.112397271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AH,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.50326324,6.112397271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AH,Wijk 13 Assendorp,Pierik,2023,Glasisolatie,HR++ glas U <= 1,52.50326324,6.112397271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013AH,Wijk 13 Assendorp,Pierik,2024,Warmtepomp,Lucht-water >= 3,52.50326324,6.112397271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013SX,Wijk 13 Assendorp,Pierik,2021,Dakisolatie,Dakisolatie,52.4994898,6.110495536,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013SX,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,HR++ glas U <= 1,52.4994898,6.110495536,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013SX,Wijk 13 Assendorp,Pierik,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.4994898,6.110495536,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013SX,Wijk 13 Assendorp,Pierik,2024,Glasisolatie,HR++ glas U <= 1,52.4994898,6.110495536,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013SX,Wijk 13 Assendorp,Pierik,2024,Vloerisolatie,Vloerisolatie,52.4994898,6.110495536,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TA,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.49929133,6.111152967,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TA,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.49929133,6.111152967,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TB,Wijk 13 Assendorp,Pierik,2021,Spouwmuurisolatie,Spouwmuurisolatie,52.49998645,6.11226869,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TB,Wijk 13 Assendorp,Pierik,2021,Vloerisolatie,Bodemisolatie,52.49998645,6.11226869,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TB,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.49998645,6.11226869,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TB,Wijk 13 Assendorp,Pierik,2023,Dakisolatie,Dakisolatie,52.49998645,6.11226869,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TB,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.49998645,6.11226869,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TB,Wijk 13 Assendorp,Pierik,2024,Dakisolatie,Dakisolatie,52.49998645,6.11226869,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TB,Wijk 13 Assendorp,Pierik,2024,Vloerisolatie,Vloerisolatie,52.49998645,6.11226869,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TE,Wijk 13 Assendorp,Pierik,2024,Glasisolatie,HR++ glas U <= 1,52.49997076,6.110848754,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TG,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.49981136,6.110831271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TJ,Wijk 13 Assendorp,Pierik,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50097384,6.111137907,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TJ,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.50097384,6.111137907,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TJ,Wijk 13 Assendorp,Pierik,2023,Warmtepomp,Lucht-water >= 1 kW en < 3,52.50097384,6.111137907,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TJ,Wijk 13 Assendorp,Pierik,2024,Warmtepomp,Lucht-water >= 1 kW en < 3,52.50097384,6.111137907,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TK,Wijk 13 Assendorp,Pierik,2022,Warmtepomp,Lucht-water >= 1 kW en < 3,52.50030074,6.110499437,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TK,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50030074,6.110499437,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TK,Wijk 13 Assendorp,Pierik,2024,Dakisolatie,Dakisolatie,52.50030074,6.110499437,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TL,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,HR++ glas U <= 1,52.50081808,6.111595,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TL,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,Isolerende deur Ud <= 1,52.50081808,6.111595,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TL,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.50081808,6.111595,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TL,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50081808,6.111595,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TL,Wijk 13 Assendorp,Pierik,2024,Dakisolatie,Dakisolatie,52.50081808,6.111595,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TL,Wijk 13 Assendorp,Pierik,2024,Gevelisolatie,Binnen- of buitengevelisolatie,52.50081808,6.111595,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TL,Wijk 13 Assendorp,Pierik,2024,Glasisolatie,HR++ glas U <= 1,52.50081808,6.111595,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TL,Wijk 13 Assendorp,Pierik,2024,Vloerisolatie,Bodemisolatie,52.50081808,6.111595,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TM,Wijk 13 Assendorp,Pierik,2022,Dakisolatie,Dakisolatie,52.50112405,6.112343956,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TM,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,HR++ glas U <= 1,52.50112405,6.112343956,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TM,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,Isolerende deur Ud <= 1,52.50112405,6.112343956,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TM,Wijk 13 Assendorp,Pierik,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50112405,6.112343956,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TM,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Bodemisolatie,52.50112405,6.112343956,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TM,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.50112405,6.112343956,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TM,Wijk 13 Assendorp,Pierik,2023,Dakisolatie,Dakisolatie,52.50112405,6.112343956,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TM,Wijk 13 Assendorp,Pierik,2024,Glasisolatie,HR++ glas U <= 1,52.50112405,6.112343956,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TM,Wijk 13 Assendorp,Pierik,2024,Spouwmuurisolatie,Spouwmuurisolatie,52.50112405,6.112343956,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TN,Wijk 13 Assendorp,Pierik,2021,Dakisolatie,Dakisolatie,52.50038839,6.112614823,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TN,Wijk 13 Assendorp,Pierik,2021,Vloerisolatie,Vloerisolatie,52.50038839,6.112614823,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TN,Wijk 13 Assendorp,Pierik,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50038839,6.112614823,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TN,Wijk 13 Assendorp,Pierik,2023,Dakisolatie,Dakisolatie,52.50038839,6.112614823,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TN,Wijk 13 Assendorp,Pierik,2023,Vloerisolatie,Vloerisolatie,52.50038839,6.112614823,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2022,Dakisolatie,Dakisolatie,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Bodemisolatie,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2023,Glasisolatie,HR++ glas U <= 1,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2023,Glasisolatie,Isolerende deur Ud <= 1,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2024,Dakisolatie,Dakisolatie,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2024,Glasisolatie,HR++ glas U <= 1,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2024,Spouwmuurisolatie,Spouwmuurisolatie,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2024,Vloerisolatie,Vloerisolatie,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TP,Wijk 13 Assendorp,Pierik,2024,Warmtepomp,Lucht-water >= 3,52.50083963,6.112196211,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TR,Wijk 13 Assendorp,Pierik,2022,Spouwmuurisolatie,Spouwmuurisolatie,52.50043648,6.111639105,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013TR,Wijk 13 Assendorp,Pierik,2023,Warmtepomp,Lucht-water >= 3,52.50043648,6.111639105,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XH,Wijk 13 Assendorp,Pierik,2023,Warmtepomp,Lucht-water >= 1 kW en < 3,52.49954021,6.116739185,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XL,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,HR++ glas U <= 1,52.50156755,6.111976563,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XL,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50156755,6.111976563,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XL,Wijk 13 Assendorp,Pierik,2024,Dakisolatie,Dakisolatie,52.50156755,6.111976563,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XN,Wijk 13 Assendorp,Pierik,2022,Gevelisolatie,Binnen- of buitengevelisolatie,52.50183587,6.112026355,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XN,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,HR++ glas U <= 1,52.50183587,6.112026355,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XN,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.50183587,6.112026355,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XN,Wijk 13 Assendorp,Pierik,2023,Dakisolatie,Dakisolatie,52.50183587,6.112026355,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XN,Wijk 13 Assendorp,Pierik,2023,Glasisolatie,HR++ glas U <= 1,52.50183587,6.112026355,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XN,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50183587,6.112026355,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XN,Wijk 13 Assendorp,Pierik,2023,Vloerisolatie,Vloerisolatie,52.50183587,6.112026355,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XP,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50211544,6.114274039,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XP,Wijk 13 Assendorp,Pierik,2023,Vloerisolatie,Vloerisolatie,52.50211544,6.114274039,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XP,Wijk 13 Assendorp,Pierik,2023,Warmtepomp,Lucht-water >= 3,52.50211544,6.114274039,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XP,Wijk 13 Assendorp,Pierik,2024,Warmtepomp,Lucht-water >= 3,52.50211544,6.114274039,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XR,Wijk 13 Assendorp,Pierik,2023,Warmtepomp,Lucht-water >= 3,52.50255849,6.114858615,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XR,Wijk 13 Assendorp,Pierik,2024,Warmtepomp,Lucht-water >= 3,52.50255849,6.114858615,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XS,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,HR++ glas U <= 1,52.50248061,6.113877271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XS,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.50248061,6.113877271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XS,Wijk 13 Assendorp,Pierik,2024,Warmtepomp,Lucht-water >= 3,52.50248061,6.113877271,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XT,Wijk 13 Assendorp,Pierik,2023,Warmtepomp,Lucht-water >= 3,52.50235693,6.113886993,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XT,Wijk 13 Assendorp,Pierik,2024,Warmtepomp,Lucht-water >= 3,52.50235693,6.113886993,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XV,Wijk 13 Assendorp,Pierik,2021,Spouwmuurisolatie,Spouwmuurisolatie,52.50222479,6.112217156,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XV,Wijk 13 Assendorp,Pierik,2021,Vloerisolatie,Vloerisolatie,52.50222479,6.112217156,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XV,Wijk 13 Assendorp,Pierik,2023,Glasisolatie,HR++ glas U <= 1,52.50222479,6.112217156,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XV,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50222479,6.112217156,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XV,Wijk 13 Assendorp,Pierik,2023,Vloerisolatie,Vloerisolatie,52.50222479,6.112217156,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XV,Wijk 13 Assendorp,Pierik,2024,Spouwmuurisolatie,Spouwmuurisolatie,52.50222479,6.112217156,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XW,Wijk 13 Assendorp,Pierik,2021,Spouwmuurisolatie,Spouwmuurisolatie,52.50261694,6.112176585,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XW,Wijk 13 Assendorp,Pierik,2021,Warmtepomp,Lucht-water < 1 kW,52.50261694,6.112176585,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XW,Wijk 13 Assendorp,Pierik,2022,Vloerisolatie,Vloerisolatie,52.50261694,6.112176585,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XW,Wijk 13 Assendorp,Pierik,2023,Spouwmuurisolatie,Spouwmuurisolatie,52.50261694,6.112176585,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XZ,Wijk 13 Assendorp,Pierik,2022,Glasisolatie,HR++ glas U <= 1,52.50279375,6.115566272,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XZ,Wijk 13 Assendorp,Pierik,2023,Glasisolatie,HR++ glas U <= 1,52.50279375,6.115566272,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XZ,Wijk 13 Assendorp,Pierik,2023,Vloerisolatie,Vloerisolatie,52.50279375,6.115566272,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XZ,Wijk 13 Assendorp,Pierik,2023,Warmtepomp,Lucht-water >= 3,52.50279375,6.115566272,27,106,134,Pierik,Pierik,629634.3643,3566.686937
8013XZ,Wijk 13 Assendorp,Pierik,2024,Warmtepomp,Lucht-water >= 3,52.50279375,6.115566272,27,106,134,Pierik,Pierik,629634.3643,3566.686937
