postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie
8012CE,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012CG,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8012CG,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012CG,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Warmtepomp,Lucht-water < 1 kW
8012CG,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Warmtepomp,Lucht-water >= 3
8012CH,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012CH,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Bodemisolatie
8012CP,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012CP,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012CR,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012CR,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Warmtepomp,Lucht-water >= 3
8012CR,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Dakisolatie,Dakisolatie
8012CS,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012CT,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8012CT,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012CT,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012CT,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8012CT,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012CT,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8012CT,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012CV,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8012CV,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012CW,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Dakisolatie,Dakisolatie
8012CW,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012CX,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012CX,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Dakisolatie,Dakisolatie
8012CX,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012CX,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012CX,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Warmtepomp,Lucht-water >= 3
8012DA,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Warmtepomp,Lucht-water >= 3
8012DA,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012DB,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012DB,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012DB,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Dakisolatie,Dakisolatie
8012DC,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012DC,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8012DD,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012DD,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012DD,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012DD,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012DD,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8012DD,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8012DD,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Warmtepomp,Lucht-water >= 3
8012DD,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012DE,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Dakisolatie,Dakisolatie
8012DE,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Glasisolatie,HR++ glas U <= 1
8012DJ,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Zolder- of vlieringvloer
8012DJ,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012DJ,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012DJ,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Dakisolatie,Dakisolatie
8012DJ,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012DJ,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Warmtepomp,Lucht-water >= 3
8012DL,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Warmtepomp,Lucht-water >= 3
8012DL,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8012DL,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Warmtepomp,Lucht-water >= 3
8012DM,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Dakisolatie,Dakisolatie
8012DN,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012DN,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8012DN,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012DN,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8012DN,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8012DN,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012DN,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Warmtepomp,Lucht-water >= 3
8012DT,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012DV,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Dakisolatie,Dakisolatie
8012DW,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Dakisolatie,Dakisolatie
8012DW,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012DZ,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Dakisolatie,Dakisolatie
8012DZ,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012EA,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012EA,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012EA,Wijk 13 Assendorp,Nieuw-Assendorp,2025.0,Glasisolatie,HR++ glas U <= 1
8012EB,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012EB,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012EJ,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Dakisolatie,Dakisolatie
8012EJ,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012EJ,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Glasisolatie,HR++ glas U <= 1
8012EJ,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8012EJ,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012EJ,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Warmtepomp,Lucht-water < 1 kW
8012EJ,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Warmtepomp,Lucht-water >= 3
8012EK,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012EK,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012EK,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012ES,Wijk 13 Assendorp,Wezenlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8012ET,Wijk 13 Assendorp,Wezenlanden,2022.0,Dakisolatie,Zolder- of vlieringvloer
8012EV,Wijk 13 Assendorp,Wezenlanden,2021.0,Dakisolatie,Dakisolatie
8012EV,Wijk 13 Assendorp,Wezenlanden,2021.0,Glasisolatie,HR++ glas U <= 1
8012EV,Wijk 13 Assendorp,Wezenlanden,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8012EV,Wijk 13 Assendorp,Wezenlanden,2021.0,Vloerisolatie,Vloerisolatie
8012EV,Wijk 13 Assendorp,Wezenlanden,2022.0,Glasisolatie,HR++ glas U <= 1
8012EV,Wijk 13 Assendorp,Wezenlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8012EV,Wijk 13 Assendorp,Wezenlanden,2022.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW
8012EV,Wijk 13 Assendorp,Wezenlanden,2023.0,Dakisolatie,Dakisolatie
8012EV,Wijk 13 Assendorp,Wezenlanden,2023.0,Glasisolatie,HR++ glas U <= 1
8012EV,Wijk 13 Assendorp,Wezenlanden,2023.0,Warmtepomp,Lucht-water < 1 kW
8012EV,Wijk 13 Assendorp,Wezenlanden,2024.0,Dakisolatie,Dakisolatie
8012EV,Wijk 13 Assendorp,Wezenlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8012EV,Wijk 13 Assendorp,Wezenlanden,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8012EW,Wijk 13 Assendorp,Wezenlanden,2022.0,Dakisolatie,Dakisolatie
8012EW,Wijk 13 Assendorp,Wezenlanden,2022.0,Vloerisolatie,Vloerisolatie
8012EW,Wijk 13 Assendorp,Wezenlanden,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8012EW,Wijk 13 Assendorp,Wezenlanden,2024.0,Dakisolatie,Dakisolatie
8012EW,Wijk 13 Assendorp,Wezenlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8012EW,Wijk 13 Assendorp,Wezenlanden,2024.0,Warmtepomp,Lucht-water >= 3
8012EX,Wijk 13 Assendorp,Wezenlanden,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8012EX,Wijk 13 Assendorp,Wezenlanden,2022.0,Vloerisolatie,Vloerisolatie
8012EX,Wijk 13 Assendorp,Wezenlanden,2023.0,Dakisolatie,Dakisolatie
8012EX,Wijk 13 Assendorp,Wezenlanden,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8012EX,Wijk 13 Assendorp,Wezenlanden,2024.0,Dakisolatie,Dakisolatie
8012EX,Wijk 13 Assendorp,Wezenlanden,2024.0,Glasisolatie,HR++ glas U <= 1
8012EX,Wijk 13 Assendorp,Wezenlanden,2024.0,Spouwmuurisolatie,Spouwmuurisolatie
8012EX,Wijk 13 Assendorp,Wezenlanden,2024.0,Vloerisolatie,Vloerisolatie
8012TA,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012TB,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Warmtepomp,Lucht-water < 1 kW
8012TD,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Warmtepomp,Lucht-water >= 3
8012TE,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Warmtepomp,Lucht-water < 1 kW
8012TG,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012TH,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012TH,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012TH,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Bodemisolatie
8012TH,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012TH,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Warmtepomp,Lucht-water >= 3
8012TH,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Bodemisolatie
8012TH,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012TJ,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012TK,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012TK,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Warmtepomp,Lucht-water < 1 kW
8012TK,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012TK,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Vloerisolatie,Bodemisolatie
8012TM,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012TN,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8012TN,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012TS,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Dakisolatie,Zolder- of vlieringvloer
8012TS,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012TS,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Glasisolatie,HR++ glas U <= 1
8012TS,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Glasisolatie,Isolerende deur Ud <= 1
8012TS,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012TT,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012TT,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012TV,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Zolder- of vlieringvloer
8012TV,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012TV,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012TV,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Dakisolatie,Zolder- of vlieringvloer
8012TV,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012TV,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012TV,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012TW,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012TW,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012TW,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012TW,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Warmtepomp,Lucht-water >= 3
8012TX,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012TX,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Bodemisolatie
8012VA,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012VA,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012VA,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8012VA,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012VA,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Warmtepomp,Lucht-water >= 3
8012VA,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Warmtepomp,Lucht-water >= 3
8012VB,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012VC,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012VC,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Warmtepomp,Lucht-water >= 3
8012VD,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Dakisolatie,Dakisolatie
8012VD,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012VE,Wijk 13 Assendorp,Oud-Assendorp,2025.0,Vloerisolatie,Vloerisolatie
8012VG,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,Glas U <= 2
8012VG,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,Glas U <= 3
8012VG,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012VH,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012VH,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012VK,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Dakisolatie,Dakisolatie
8012VK,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012VK,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012VK,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012VM,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Vloerisolatie,Bodemisolatie
8012VM,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012VM,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012VM,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Warmtepomp,Lucht-water < 1 kW
8012VN,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012VN,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Bodemisolatie
8012VN,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012VN,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012VN,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012VP,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012VP,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Warmtepomp,Lucht-water >= 3
8012VS,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012VS,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012VS,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012VS,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012VS,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8012VS,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Bodemisolatie
8012VS,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Dakisolatie,Dakisolatie
8012VS,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012VS,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012VT,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012VV,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012VV,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012VV,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012VV,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Dakisolatie,Dakisolatie
8012VV,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012VV,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012VV,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012VW,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Dakisolatie,Dakisolatie
8012VW,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012VX,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Dakisolatie,Dakisolatie
8012VX,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012VX,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012VZ,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012VZ,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012VZ,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012WB,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012WB,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012WB,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Dakisolatie,Dakisolatie
8012WB,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012WB,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW
8012WC,Wijk 13 Assendorp,Oud-Assendorp,2025.0,Glasisolatie,HR++ glas U <= 1
8012WE,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012WG,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Bodemisolatie
8012WH,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Glasisolatie,HR++ glas U <= 1
8012WH,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8012WH,Wijk 13 Assendorp,Nieuw-Assendorp,2025.0,Spouwmuurisolatie,Spouwmuurisolatie
8012WJ,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Spouwmuurisolatie,Spouwmuurisolatie
8012WJ,Wijk 13 Assendorp,Nieuw-Assendorp,2021.0,Vloerisolatie,Vloerisolatie
8012WJ,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8012WJ,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012WJ,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012WJ,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012WK,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012WK,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012WK,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012WK,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012WK,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Glasisolatie,Triple glas U <= 0
8012WL,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Bodemisolatie
8012WL,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012WN,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Vloerisolatie,Bodemisolatie
8012WN,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012WR,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012WR,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012WR,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Dakisolatie,Dakisolatie
8012WR,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012WS,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Dakisolatie,Dakisolatie
8012WT,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Glasisolatie,HR++ glas U <= 1
8012WT,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012WX,Wijk 13 Assendorp,Oud-Assendorp,2021.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8012WX,Wijk 13 Assendorp,Oud-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012WZ,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8012WZ,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012XA,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie
8012XA,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012XA,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Vloerisolatie,Vloerisolatie
8012XA,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW
8012XB,Wijk 13 Assendorp,Oud-Assendorp,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8012XB,Wijk 13 Assendorp,Oud-Assendorp,2024.0,Glasisolatie,HR++ glas U <= 1
8012XC,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Spouwmuurisolatie,Spouwmuurisolatie
8012XC,Wijk 13 Assendorp,Nieuw-Assendorp,2022.0,Vloerisolatie,Vloerisolatie
8012XC,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Glasisolatie,HR++ glas U <= 1
8012XC,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Spouwmuurisolatie,Spouwmuurisolatie
8012XC,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Vloerisolatie,Vloerisolatie
8012XC,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3
8012XC,Wijk 13 Assendorp,Nieuw-Assendorp,2023.0,Warmtepomp,Lucht-water >= 3
8012XC,Wijk 13 Assendorp,Nieuw-Assendorp,2024.0,Warmtepomp,Lucht-water >= 3
