postcode,wijknaam,buurtnaam,subsidiejaar,techniek,subcategorie,latitude,longitude,index_right,OBJECTID,BRTNR,OMSCHR,OFFICIËLE,SHAPEAREA,SHAPELEN,buurt_naam
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Dakisolatie,Dakisolatie,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Glasisolatie,HR++ glas U <= 1,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Vloerisolatie,Bodemisolatie,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Vloerisolatie,Vloerisolatie,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Vloerisolatie,Vloerisolatie,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Warmtepomp,Lucht-water >= 3,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Dakisolatie,Zolder- of vlieringvloer,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Glasisolatie,HR++ glas U <= 1,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AW,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Vloerisolatie,Vloerisolatie,52.50696201,6.076363905,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AX,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Dakisolatie,Dakisolatie,52.50790861764706,6.078126805882353,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AX,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Vloerisolatie,Vloerisolatie,52.50790861764706,6.078126805882353,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AX,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Glasisolatie,HR++ glas U <= 1,52.50790861764706,6.078126805882353,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AZ,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Dakisolatie,Dakisolatie,52.50536211,6.0721373100000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AZ,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.50536211,6.0721373100000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AZ,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Vloerisolatie,Vloerisolatie,52.50536211,6.0721373100000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019AZ,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Glasisolatie,HR++ glas U <= 1,52.50536211,6.0721373100000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019BA,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Glasisolatie,HR++ glas U <= 1,52.504642288235296,6.068794923529412,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BA,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Vloerisolatie,Vloerisolatie,52.504642288235296,6.068794923529412,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BA,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Warmtepomp,Lucht-water >= 3,52.504642288235296,6.068794923529412,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2021.0,Dakisolatie,Dakisolatie,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2021.0,Vloerisolatie,Vloerisolatie,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Dakisolatie,Dakisolatie,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Glasisolatie,HR++ glas U <= 1,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Dakisolatie,Dakisolatie,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Glasisolatie,HR++ glas U <= 1,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Glasisolatie,Isolerende deur Ud <= 1,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Glasisolatie,Triple glas U <= 0,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BB,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Warmtepomp,Lucht-water >= 3,52.498870036363634,6.065421481818182,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BD,Wijk 50 Schelle,Katerveer-Engelse werk,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50030191818182,6.065530609090909,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BD,Wijk 50 Schelle,Katerveer-Engelse werk,2021.0,Vloerisolatie,Vloerisolatie,52.50030191818182,6.065530609090909,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BD,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Warmtepomp,Lucht-water >= 3,52.50030191818182,6.065530609090909,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BG,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Glasisolatie,HR++ glas U <= 1,52.502620285714286,6.066218785714286,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BG,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Vloerisolatie,Vloerisolatie,52.502620285714286,6.066218785714286,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BG,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.502620285714286,6.066218785714286,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BH,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50154878,6.061875104,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BH,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Vloerisolatie,Vloerisolatie,52.50154878,6.061875104,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BH,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Dakisolatie,Dakisolatie,52.50154878,6.061875104,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BH,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.50154878,6.061875104,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BH,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Glasisolatie,HR++ glas U <= 1,52.50154878,6.061875104,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BH,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50154878,6.061875104,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BH,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Vloerisolatie,Vloerisolatie,52.50154878,6.061875104,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BH,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.50154878,6.061875104,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BL,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.49957174615384,6.058532661538462,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BL,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Glasisolatie,HR++ glas U <= 1,52.49957174615384,6.058532661538462,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BN,Wijk 50 Schelle,Katerveer-Engelse werk,2021.0,Dakisolatie,Dakisolatie,52.50028151304348,6.069402478260869,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BN,Wijk 50 Schelle,Katerveer-Engelse werk,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50028151304348,6.069402478260869,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BN,Wijk 50 Schelle,Katerveer-Engelse werk,2021.0,Vloerisolatie,Vloerisolatie,52.50028151304348,6.069402478260869,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BN,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50028151304348,6.069402478260869,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BN,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Vloerisolatie,Vloerisolatie,52.50028151304348,6.069402478260869,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BN,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.50028151304348,6.069402478260869,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BN,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Warmtepomp,Lucht-water >= 3,52.50028151304348,6.069402478260869,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BN,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Warmtepomp,Lucht-water >= 3,52.50028151304348,6.069402478260869,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BP,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.49867076,6.069034946666667,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BR,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Dakisolatie,Dakisolatie,52.49937197142857,6.0679028285714285,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BR,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Gevelisolatie,Binnen- of buitengevelisolatie,52.49937197142857,6.0679028285714285,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BR,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Glasisolatie,HR++ glas U <= 1,52.49937197142857,6.0679028285714285,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BT,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Warmtepomp,Grond-water >= 1 kW en <= 10 kW,52.50219665,6.0619283875,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BT,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.50219665,6.0619283875,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BT,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Glasisolatie,HR++ glas U <= 1,52.50219665,6.0619283875,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BT,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Warmtepomp,Lucht-water >= 3,52.50219665,6.0619283875,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BT,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Zonneboiler,<= 5 m2 zonneboilercombi,52.50219665,6.0619283875,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BT,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Warmtepomp,Lucht-water >= 3,52.50219665,6.0619283875,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BV,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Warmtepomp,Lucht-water >= 3,52.50340749,6.06614726,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BW,Wijk 50 Schelle,Katerveer-Engelse werk,2021.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.50230195833333,6.062770275,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BW,Wijk 50 Schelle,Katerveer-Engelse werk,2023.0,Warmtepomp,Lucht-water >= 3,52.50230195833333,6.062770275,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BW,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Warmtepomp,Lucht-water < 1 kW,52.50230195833333,6.062770275,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BW,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.50230195833333,6.062770275,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BX,Wijk 50 Schelle,Katerveer-Engelse werk,2022.0,Warmtepomp,Lucht-water > 10 kW en <= 70 kW,52.50414164285714,6.066138442857143,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019BZ,Wijk 50 Schelle,Katerveer-Engelse werk,2024.0,Warmtepomp,Lucht-water >= 3,52.5037304375,6.06539035,51,130,508,Katerveer-Engelse werk,Katerveer-Engelse werk,1589979.99880414,5011.45412260187,Katerveer-Engelse werk
8019XA,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Glasisolatie,HR++ glas U <= 1,52.50865576428571,6.077784071428572,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XA,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Vloerisolatie,Vloerisolatie,52.50865576428571,6.077784071428572,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XB,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50815092142857,6.07754225,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XB,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Vloerisolatie,Vloerisolatie,52.50815092142857,6.07754225,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XB,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.50815092142857,6.07754225,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XC,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Vloerisolatie,Vloerisolatie,52.50926047659575,6.076503140425531,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XC,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Glasisolatie,HR++ glas U <= 1,52.50926047659575,6.076503140425531,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XD,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.508614389473685,6.076462557894737,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XD,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Vloerisolatie,Vloerisolatie,52.508614389473685,6.076462557894737,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XD,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.508614389473685,6.076462557894737,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XD,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.508614389473685,6.076462557894737,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XD,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Vloerisolatie,Bodemisolatie,52.508614389473685,6.076462557894737,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XD,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Vloerisolatie,Vloerisolatie,52.508614389473685,6.076462557894737,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XD,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Warmtepomp,Lucht-water < 1 kW,52.508614389473685,6.076462557894737,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XD,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Warmtepomp,Lucht-water >= 3,52.508614389473685,6.076462557894737,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XE,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Spouwmuurisolatie,Spouwmuurisolatie,52.508771215,6.0761793200000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XE,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Vloerisolatie,Vloerisolatie,52.508771215,6.0761793200000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XE,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Warmtepomp,Lucht-water >= 3,52.508771215,6.0761793200000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XE,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Spouwmuurisolatie,Spouwmuurisolatie,52.508771215,6.0761793200000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XE,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Vloerisolatie,Vloerisolatie,52.508771215,6.0761793200000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XE,Wijk 14 Kamperpoort-Veerallee,Veerallee,2025.0,Spouwmuurisolatie,Spouwmuurisolatie,52.508771215,6.0761793200000005,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XG,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Dakisolatie,Dakisolatie,52.50757217692308,6.075341076923077,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XG,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Vloerisolatie,Vloerisolatie,52.50757217692308,6.075341076923077,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XG,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50757217692308,6.075341076923077,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XG,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Warmtepomp,Lucht-water >= 3,52.50757217692308,6.075341076923077,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XK,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50764229230769,6.074085815384615,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XK,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Vloerisolatie,Vloerisolatie,52.50764229230769,6.074085815384615,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XK,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Warmtepomp,Lucht-water >= 3,52.50764229230769,6.074085815384615,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XK,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Dakisolatie,Dakisolatie,52.50764229230769,6.074085815384615,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XK,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Spouwmuurisolatie,Spouwmuurisolatie,52.50764229230769,6.074085815384615,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XK,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Vloerisolatie,Vloerisolatie,52.50764229230769,6.074085815384615,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XK,Wijk 14 Kamperpoort-Veerallee,Veerallee,2025.0,Warmtepomp,Lucht-water >= 3,52.50764229230769,6.074085815384615,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XN,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Dakisolatie,Dakisolatie,52.50664032,6.07458763,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XN,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Glasisolatie,HR++ glas U <= 1,52.50664032,6.07458763,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XN,Wijk 14 Kamperpoort-Veerallee,Veerallee,2024.0,Dakisolatie,Dakisolatie,52.50664032,6.07458763,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XP,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Dakisolatie,Dakisolatie,52.50671148888889,6.074837788888889,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XP,Wijk 14 Kamperpoort-Veerallee,Veerallee,2021.0,Vloerisolatie,Vloerisolatie i.c.m. bodemisolatie,52.50671148888889,6.074837788888889,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XP,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Glasisolatie,HR++ glas U <= 1,52.50671148888889,6.074837788888889,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XR,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Warmtepomp,Lucht-water >= 1 kW en < 3,52.50732898333333,6.074766716666667,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XR,Wijk 14 Kamperpoort-Veerallee,Veerallee,2023.0,Warmtepomp,Lucht-water >= 3,52.50732898333333,6.074766716666667,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
8019XS,Wijk 14 Kamperpoort-Veerallee,Veerallee,2022.0,Dakisolatie,Dakisolatie,52.508124290909095,6.076439045454546,71,150,141,Veerallee,Veerallee,598495.377041683,3378.86492425106,Veerallee
